Store,Promo,POST_Promo,Sales,POST_Sales
145,0.5,0.5,7610.0,6717.75
146,0.5,0.5,6878.5,6639.75
147,0.5,0.5,7697.75,7810.25
148,0.5,0.5,7922.25,8055.5
149,0.5,0.5,5261.0,5923.0
15,0.5,0.5,5922.25,6237.5
150,0.5,0.5,7420.5,7367.25
151,0.5,0.5,6058.25,5629.5
152,0.5,0.5,6017.0,5997.25
153,0.5,0.5,7431.25,7004.5
154,0.5,0.5,7465.75,8329.5
155,0.5,0.5,5903.5,5536.25
156,0.5,0.5,6751.0,5856.5
157,0.5,0.5,9521.25,8326.5
158,0.5,0.5,7748.5,7713.0
159,0.5,0.5,6571.75,6708.25
16,0.5,0.5,7712.25,7538.0
160,0.5,0.5,4892.75,6277.0
161,0.5,0.5,6742.75,7092.0
162,0.5,0.5,6473.0,6588.25
163,0.5,0.5,6475.0,6943.0
164,0.5,0.5,5761.75,5908.25
165,0.5,0.5,4167.75,3571.5
166,0.5,0.5,5687.5,5625.0
167,0.5,0.5,9338.5,8782.5
168,0.5,0.5,7221.5,7088.75
169,0.5,0.5,6645.75,6904.25
17,0.5,0.5,6104.0,5315.0
170,0.5,0.5,4689.5,4565.0
171,0.5,0.5,7586.75,7072.5
172,0.5,0.5,6362.25,6681.75
173,0.5,0.5,7538.75,7378.75
174,0.5,0.5,5363.25,5011.0
175,0.5,0.5,5053.0,5960.75
176,0.5,0.5,4896.25,4737.5
177,0.5,0.5,4235.25,4260.75
178,0.5,0.5,9074.5,9593.75
179,0.5,0.5,6859.5,6652.0
18,0.5,0.5,6090.5,5881.5
180,0.5,0.5,6449.75,6681.25
181,0.5,0.5,6337.0,6564.5
182,0.5,0.5,4759.0,5472.25
183,0.5,0.5,4188.25,4005.25
184,0.5,0.5,6455.0,5895.0
185,0.5,0.5,5823.25,6599.5
186,0.5,0.5,3284.0,3597.25
187,0.5,0.5,5608.5,6387.25
188,0.5,0.5,4495.75,4849.75
189,0.5,0.5,8815.25,8999.25
19,0.5,0.5,6035.5,6727.75
190,0.5,0.5,6837.25,7021.75
191,0.5,0.5,5454.5,5982.5
192,0.5,0.5,6315.5,7380.5
193,0.5,0.5,5605.75,5018.25
194,0.5,0.5,4366.25,5035.5
195,0.5,0.5,10739.0,10638.0
196,0.5,0.5,4691.75,4748.75
197,0.5,0.5,6538.25,6179.5
198,0.5,0.5,2569.25,2154.75
199,0.5,0.5,7089.5,7242.25
2,0.5,0.5,5753.25,4121.25
20,0.5,0.5,7342.5,6023.25
200,0.5,0.5,7831.5,7008.0
201,0.5,0.5,4684.0,4916.25
202,0.5,0.5,5509.75,5962.75
203,0.5,0.5,7178.5,5799.5
204,0.5,0.5,5515.0,5166.5
205,0.5,0.5,5954.5,5589.0
206,0.5,0.5,6713.5,6862.25
207,0.5,0.5,10364.75,9772.25
208,0.5,0.5,2422.25,2027.0
209,0.5,0.5,4935.75,5056.0
21,0.5,0.5,4806.25,4760.75
210,0.5,0.5,3049.75,2044.25
211,0.5,0.5,12469.25,11930.0
212,0.5,0.5,4975.0,5564.75
213,0.5,0.5,7965.75,7905.0
214,0.5,0.5,8465.5,8410.25
215,0.5,0.5,5577.75,6000.75
216,0.5,0.5,6480.25,6807.75
217,0.5,0.5,4288.25,4844.5
218,0.5,0.5,5278.5,4870.5
219,0.5,0.5,3114.75,2595.75
22,0.5,0.5,4022.75,4213.0
220,0.5,0.5,5025.0,5217.75
221,0.5,0.5,4743.5,5629.0
222,0.5,0.5,4798.75,4990.75
223,0.5,0.5,6980.25,7579.25
224,0.5,0.5,5820.75,6432.25
225,0.5,0.5,4494.75,4728.75
226,0.5,0.5,6584.0,5975.25
227,0.5,0.5,6090.75,5514.75
228,0.5,0.5,6735.25,7006.0
229,0.5,0.5,7592.5,7524.0
23,0.5,0.5,5039.5,4541.5
230,0.5,0.5,6641.25,6826.75
231,0.5,0.5,4142.5,3863.75
232,0.5,0.5,2563.25,3140.75
233,0.5,0.5,8809.25,8342.75
234,0.5,0.5,10398.0,11778.75
235,0.5,0.5,5637.5,5489.0
236,0.5,0.5,6633.0,6774.25
237,0.5,0.5,4126.25,3587.25
238,0.5,0.5,7636.75,7264.75
239,0.5,0.5,4067.75,4928.0
24,0.5,0.5,8713.75,8819.25
240,0.5,0.5,4661.5,4607.75
241,0.5,0.5,5677.5,6223.25
242,0.5,0.5,3365.0,3245.5
243,0.5,0.5,6785.75,6667.25
244,0.5,0.5,4447.5,4750.25
245,0.5,0.5,8777.5,8869.5
246,0.5,0.5,6284.25,6459.75
247,0.5,0.5,7373.0,8073.0
248,0.5,0.5,7320.75,7572.0
249,0.5,0.5,4397.75,4688.25
25,0.5,0.5,13452.5,13916.5
250,0.5,0.5,8015.0,8050.25
251,0.5,0.5,17592.5,16858.25
252,0.5,0.5,9927.75,9318.5
253,0.5,0.5,5608.75,6310.25
254,0.5,0.5,2679.75,3218.0
255,0.5,0.5,5503.75,6236.5
256,0.5,0.5,9509.75,9932.5
257,0.5,0.5,4765.0,4798.0
258,0.5,0.5,4828.5,4759.5
259,0.5,0.5,12173.0,12047.5
26,0.5,0.5,5634.75,5322.75
260,0.5,0.5,6151.0,6426.75
261,0.5,0.5,11978.75,12473.5
262,0.5,0.5,17616.5,19363.5
263,0.5,0.5,2898.5,3349.0
264,0.5,0.5,6767.75,7262.5
265,0.5,0.5,4516.0,4606.0
266,0.5,0.5,4000.5,4213.75
267,0.5,0.5,7173.5,7806.5
268,0.5,0.5,4953.25,4735.75
269,0.5,0.5,8727.25,8407.25
27,0.5,0.5,8610.5,8503.0
270,0.5,0.5,8439.75,8723.0
271,0.5,0.5,7932.25,7586.25
272,0.5,0.5,5919.5,5529.5
273,0.5,0.5,6082.0,6324.75
274,0.5,0.5,3200.0,3220.0
275,0.5,0.5,7247.25,7055.25
276,0.5,0.5,4103.25,4288.5
277,0.5,0.5,6078.5,5566.5
278,0.5,0.5,6500.0,6814.75
279,0.5,0.5,7378.5,7308.5
28,0.5,0.5,5099.25,4701.5
280,0.5,0.5,5457.5,5626.25
281,0.5,0.5,5136.25,5393.25
282,0.5,0.5,4333.25,3924.5
283,0.5,0.5,6005.75,6648.25
284,0.5,0.5,4843.75,5739.0
285,0.5,0.5,4751.0,5168.5
286,0.5,0.5,4775.25,4371.0
287,0.5,0.5,7136.5,7631.25
288,0.5,0.5,4869.25,5361.5
289,0.5,0.5,5989.0,5773.5
29,0.5,0.5,6231.75,7208.25
290,0.5,0.5,6426.75,6910.0
291,0.5,0.5,7405.5,7437.75
292,0.5,0.5,5559.0,5469.5
293,0.5,0.5,5719.25,5967.0
294,0.5,0.5,6057.25,5761.25
295,0.5,0.5,4973.25,4367.75
296,0.5,0.5,6628.75,5734.25
297,0.5,0.5,6787.5,6745.25
298,0.5,0.5,6809.5,7138.5
299,0.5,0.5,4494.75,4364.5
3,0.5,0.5,6633.75,6078.5
30,0.5,0.5,5460.5,5108.25
300,0.5,0.5,6013.5,6969.0
301,0.5,0.5,5323.5,4714.0
302,0.5,0.5,2976.5,2551.0
303,0.5,0.5,5726.25,5267.5
304,0.5,0.5,6754.5,6598.75
305,0.5,0.5,4794.75,5249.75
306,0.5,0.5,4199.5,4358.0
307,0.5,0.5,2298.0,2077.0
308,0.5,0.5,8750.75,7258.25
309,0.5,0.5,6480.5,6455.25
31,0.5,0.5,5129.5,5089.75
310,0.5,0.5,7555.75,7884.75
311,0.5,0.5,6589.25,6865.5
312,0.5,0.5,4908.0,5711.0
313,0.5,0.5,6153.5,6058.5
314,0.5,0.5,5213.25,4600.0
315,0.5,0.5,4017.75,3219.0
316,0.5,0.5,8669.0,9892.0
317,0.5,0.5,4647.5,5078.25
318,0.5,0.5,6917.5,6968.5
319,0.5,0.5,7378.75,6268.75
32,0.5,0.5,3822.75,4025.75
320,0.5,0.5,13359.0,13846.0
321,0.5,0.5,4788.5,4716.0
322,0.5,0.5,4503.75,4481.75
323,0.5,0.5,6638.25,7973.25
324,0.5,0.5,5266.25,5607.25
325,0.5,0.5,5835.25,6310.25
326,0.5,0.5,3957.0,4388.0
327,0.5,0.5,6669.0,7018.25
328,0.5,0.5,4478.25,4462.0
329,0.5,0.5,6541.25,6201.25
33,0.5,0.5,8003.0,8071.25
330,0.5,0.5,3786.5,4415.75
331,0.5,0.5,6459.5,6212.0
332,0.5,0.5,3875.25,4013.5
333,0.5,0.5,8858.0,8368.25
334,0.5,0.5,5014.0,4998.5
335,0.5,0.5,15489.25,13179.25
336,0.5,0.5,13524.5,12924.5
337,0.5,0.5,4526.25,4133.0
338,0.5,0.5,6516.25,6234.75
339,0.5,0.5,4997.25,4597.75
34,0.5,0.5,7056.75,7465.75
340,0.5,0.5,6336.5,5655.0
341,0.5,0.5,5198.0,4611.5
342,0.5,0.5,9574.5,8895.75
343,0.5,0.5,6446.0,6760.0
344,0.5,0.5,7450.75,7208.75
345,0.5,0.5,4520.5,4109.25
346,0.5,0.5,6573.0,5861.0
347,0.5,0.5,4106.75,5031.25
348,0.5,0.5,7951.0,8183.0
349,0.5,0.5,7105.25,6998.75
35,0.5,0.5,8465.25,8309.75
350,0.5,0.5,5803.5,6011.25
351,0.5,0.5,5387.75,5847.75
352,0.5,0.5,5742.75,5969.25
353,0.5,0.5,5480.25,4733.0
354,0.5,0.5,7121.0,7248.75
355,0.5,0.5,8201.75,6428.25
356,0.5,0.5,5190.75,4824.75
357,0.5,0.5,6948.0,7008.75
358,0.5,0.5,9037.5,9616.5
359,0.5,0.5,6388.5,6232.0
36,0.5,0.5,8107.75,8558.0
360,0.5,0.5,6310.0,6358.25
361,0.5,0.5,5494.5,6057.25
362,0.5,0.5,8323.0,8847.25
363,0.5,0.5,6363.75,8239.5
364,0.5,0.5,4134.75,3140.5
365,0.5,0.5,5044.5,4667.5
366,0.5,0.5,5727.5,5308.5
367,0.5,0.5,4582.0,4540.5
368,0.5,0.5,8822.25,8826.0
369,0.5,0.5,6012.5,6658.25
37,0.5,0.5,5406.25,5835.5
370,0.5,0.5,6621.25,7158.25
371,0.5,0.5,6210.0,5725.75
372,0.5,0.5,7532.25,8466.25
373,0.5,0.5,4239.75,4591.25
374,0.5,0.5,7047.0,5412.25
375,0.5,0.5,8806.25,9074.75
376,0.5,0.5,7323.25,7557.5
377,0.5,0.5,6696.25,6208.0
378,0.5,0.5,5904.5,7579.25
379,0.5,0.5,3517.25,4254.5
38,0.5,0.5,5318.0,5901.75
380,0.5,0.5,13981.75,12781.25
381,0.5,0.5,8579.0,8208.75
382,0.5,0.5,6840.5,7327.5
383,0.5,0.5,15924.5,15017.5
384,0.5,0.5,8119.25,6583.0
385,0.5,0.5,6860.0,6952.0
386,0.5,0.5,8476.75,9296.0
387,0.5,0.5,9112.0,8810.25
388,0.5,0.5,9597.5,9681.0
389,0.5,0.5,10140.0,9483.75
39,0.5,0.5,5235.75,4759.75
390,0.6666666666666666,0.6666666666666666,12594.666666666666,12096.0
391,0.5,0.5,5501.0,5914.25
392,0.5,0.5,6919.25,7359.75
393,0.5,0.5,5836.0,5061.75
394,0.5,0.5,6914.5,7064.25
395,0.5,0.5,3666.25,3650.25
396,0.5,0.5,8912.25,9483.0
397,0.5,0.5,5321.0,4627.75
398,0.5,0.5,4911.75,4744.0
399,0.5,0.5,4929.0,5170.0
4,0.5,0.5,8571.75,8581.0
40,0.5,0.5,4441.0,4726.5
400,0.5,0.5,8341.75,7830.75
401,0.5,0.5,6612.75,6023.75
402,0.5,0.5,4740.0,4708.5
403,0.5,0.5,7312.75,7143.25
404,0.5,0.5,5196.0,3963.25
405,0.5,0.5,4029.25,4060.5
406,0.5,0.5,5303.0,6017.0
407,0.5,0.5,3323.75,3071.25
408,0.5,0.5,4077.25,4927.5
409,0.5,0.5,5045.0,4387.0
41,0.5,0.5,4588.0,5860.0
410,0.5,0.5,6435.0,5758.75
411,0.5,0.5,7794.5,8539.5
412,0.5,0.5,7517.5,7480.75
413,0.5,0.5,6800.0,6309.25
414,0.5,0.5,5458.75,5577.0
415,0.5,0.5,5499.75,5245.5
416,0.5,0.5,9971.75,10025.5
417,0.5,0.5,7115.75,6854.75
418,0.5,0.5,5404.5,4747.25
419,0.5,0.5,4948.0,3566.25
42,0.5,0.5,10108.75,9691.75
420,0.5,0.5,3812.0,3526.5
421,0.5,0.5,7116.5,7957.5
422,0.5,0.5,4261.75,3899.25
423,0.5,0.5,8855.5,8458.25
424,0.5,0.5,5781.5,6213.75
425,0.5,0.5,3199.75,2879.0
426,0.5,0.5,5358.25,4757.5
427,0.5,0.5,6905.0,6332.75
428,0.5,0.5,5471.0,5716.25
429,0.5,0.5,4648.75,3872.5
43,0.5,0.5,7197.0,5928.75
430,0.5,0.5,7466.25,7551.25
431,0.5,0.5,8596.75,9169.25
432,0.5,0.5,10579.75,10162.5
433,0.5,0.5,4832.75,3994.75
434,0.5,0.5,8232.75,8352.5
435,0.5,0.5,3786.5,3065.75
436,0.5,0.5,5315.0,5302.5
437,0.5,0.5,6299.75,6501.0
438,0.5,0.5,4697.75,5202.75
439,0.5,0.5,6331.75,6712.0
44,0.5,0.5,5226.0,4869.5
440,0.5,0.5,4726.5,4677.75
441,0.5,0.5,5766.5,6567.75
442,0.5,0.5,3644.5,4342.5
443,0.5,0.5,4830.0,3908.25
444,0.5,0.5,10111.25,10691.25
445,0.5,0.5,7782.0,8026.75
446,0.5,0.5,5157.5,4979.75
447,0.5,0.5,5001.0,3726.5
448,0.5,0.5,8256.75,8743.75
449,0.5,0.5,10784.75,10775.75
45,0.5,0.5,4559.5,4627.75
450,0.5,0.5,6942.75,7122.25
451,0.5,0.5,4786.25,5000.0
452,0.5,0.5,4296.0,4623.75
453,0.5,0.5,6362.75,7209.5
454,0.5,0.5,6109.75,3688.5
455,0.5,0.5,6762.75,7606.5
456,0.5,0.5,5801.25,6025.0
457,0.5,0.5,4307.25,4609.0
458,0.5,0.5,6328.25,7429.75
459,0.5,0.5,8531.75,8240.25
46,0.5,0.5,4609.75,4804.5
460,0.5,0.5,3380.75,2973.0
461,0.5,0.5,4216.75,4673.5
462,0.5,0.5,4384.5,4265.75
463,0.5,0.5,5927.5,7020.25
464,0.5,0.5,8769.5,9807.25
465,0.5,0.5,6674.75,7289.75
466,0.5,0.5,7527.5,6432.25
467,0.5,0.5,12010.5,12534.5
468,0.5,0.5,5930.0,6263.5
469,0.5,0.5,10326.5,10385.25
47,0.5,0.5,6875.5,6270.25
470,0.5,0.5,11586.75,10924.5
471,0.5,0.5,6568.0,6842.75
472,0.5,0.5,4768.5,4638.25
473,0.5,0.5,3348.0,3473.75
474,0.5,0.5,7617.0,6779.0
475,0.5,0.5,6133.5,5614.25
476,0.5,0.5,5695.5,5666.25
477,0.5,0.5,5432.5,5784.5
478,0.5,0.5,6435.25,6562.75
479,0.5,0.5,10319.0,9425.75
48,0.5,0.5,4028.0,3248.0
480,0.5,0.5,5249.75,4226.0
481,0.5,0.5,5012.0,5662.25
482,0.5,0.5,6803.75,7083.75
483,0.5,0.5,4641.5,5077.75
484,0.5,0.5,5828.0,6611.5
485,0.5,0.5,4246.25,4273.0
486,0.5,0.5,4217.0,4244.0
487,0.5,0.5,5962.25,6199.5
488,0.5,0.5,3355.5,3780.75
489,0.5,0.5,7351.25,7240.75
49,0.5,0.5,6428.25,6690.75
490,0.5,0.5,7557.25,8145.5
491,0.5,0.5,5718.0,5438.5
492,0.5,0.5,6910.25,7012.5
493,0.5,0.5,7609.5,7406.5
494,0.5,0.5,7393.75,6995.75
495,0.5,0.5,4408.0,4499.5
496,0.5,0.5,6837.0,7007.25
497,0.5,0.5,8373.5,8145.5
498,0.5,0.5,6150.0,6198.75
499,0.5,0.5,4630.75,5017.0
5,0.5,0.5,4959.0,4209.5
50,0.5,0.5,3683.0,3972.25
500,0.5,0.5,4666.25,4226.75
501,0.5,0.5,5798.0,5040.25
502,0.5,0.5,9687.25,10078.0
503,0.5,0.5,5526.25,5882.5
504,0.5,0.5,5690.5,6062.5
505,0.5,0.5,4522.5,4491.25
506,0.5,0.5,7687.75,6948.75
507,0.5,0.5,7297.25,7480.0
508,0.5,0.5,6184.5,5955.0
509,0.5,0.5,5926.75,6493.0
51,0.5,0.5,5270.5,5863.75
510,0.5,0.5,8213.75,7533.25
511,0.5,0.5,5433.5,4761.75
512,0.5,0.5,5019.5,5472.0
513,0.5,0.5,16316.0,17104.25
514,0.5,0.5,5324.5,5656.25
515,0.5,0.5,7673.5,8166.0
516,0.5,0.5,5268.25,5903.75
517,0.5,0.5,5977.75,5865.5
518,0.5,0.5,5104.75,5404.25
519,0.5,0.5,4148.25,4215.75
52,0.5,0.5,7415.25,7353.25
520,0.5,0.5,3528.75,4102.5
521,0.5,0.5,4498.5,4906.5
522,0.5,0.5,7312.5,7204.75
523,0.5,0.5,11948.0,12890.75
524,0.5,0.5,7239.5,7453.0
525,0.5,0.5,8741.5,9166.25
526,0.5,0.5,10641.0,10893.75
527,0.5,0.5,9759.25,9963.5
528,0.5,0.5,9877.0,10131.5
529,0.5,0.5,6812.75,7522.0
53,0.5,0.5,4927.5,5026.75
530,0.5,0.5,2410.25,2909.0
531,0.5,0.5,4282.75,4822.0
532,0.5,0.5,11513.0,9641.5
533,0.5,0.5,8597.25,8842.25
534,0.5,0.5,6503.25,6729.25
535,0.5,0.5,8185.25,7504.0
536,0.5,0.5,7478.75,8388.75
537,0.5,0.5,5367.25,5177.5
538,0.5,0.5,3671.0,3872.5
539,0.5,0.5,9922.5,10473.75
54,0.5,0.5,6492.0,7051.0
540,0.5,0.5,4772.75,5084.0
541,0.5,0.5,5924.75,6847.75
542,0.5,0.5,5813.25,5973.0
543,0.5,0.5,2882.75,2960.5
544,0.5,0.5,13019.5,12476.0
545,0.5,0.5,10132.5,10607.0
546,0.5,0.5,11941.75,11784.5
547,0.5,0.5,5220.5,4228.25
548,0.5,0.5,4455.25,4181.0
549,0.5,0.5,4336.75,4646.0
55,0.5,0.5,4505.0,4420.75
550,0.5,0.5,5276.5,5760.75
551,0.5,0.5,6163.75,6366.0
552,0.5,0.5,7719.5,7262.0
553,0.5,0.5,5230.5,6540.5
554,0.5,0.5,4061.5,2918.0
555,0.5,0.5,4355.5,3437.75
556,0.5,0.5,6697.75,6747.75
557,0.5,0.5,4504.75,4714.0
558,0.5,0.5,2957.25,3428.0
559,0.5,0.5,5862.75,4819.25
56,0.5,0.5,5265.0,6519.75
560,0.5,0.5,12044.0,12125.0
561,0.5,0.5,6239.25,6039.75
562,0.5,0.5,17912.5,19793.25
563,0.5,0.5,5203.0,5620.5
564,0.5,0.5,5073.75,4989.5
565,0.5,0.5,6691.25,5264.5
566,0.5,0.5,4461.5,4884.0
567,0.5,0.5,5127.75,5178.75
568,0.5,0.5,4013.0,4651.25
569,0.5,0.5,4512.5,4457.0
57,0.5,0.5,10236.75,10812.0
570,0.5,0.5,4735.25,5171.0
571,0.5,0.5,6205.75,6381.5
572,0.5,0.5,6453.5,5591.75
573,0.5,0.5,3961.0,3722.0
574,0.5,0.5,8248.5,7814.25
575,0.5,0.5,5135.25,4979.5
576,0.5,0.5,6238.0,6232.0
577,0.5,0.5,4637.0,4702.5
578,0.5,0.5,6562.25,7081.5
579,0.5,0.5,7640.25,7729.75
58,0.5,0.5,5560.25,6867.0
580,0.5,0.5,8717.0,10656.75
581,0.5,0.5,5174.25,4735.5
582,0.5,0.5,6083.0,6630.75
583,0.5,0.5,4057.75,5192.0
584,0.5,0.5,4591.25,4698.5
585,0.5,0.5,6053.0,5844.5
586,0.5,0.5,14388.5,14168.5
587,0.5,0.5,7559.0,8299.5
588,0.5,0.5,5137.25,6548.75
589,0.5,0.5,4871.75,4566.25
59,0.5,0.5,5451.5,5206.0
590,0.5,0.5,4449.75,4841.5
591,0.5,0.5,5537.25,4459.75
592,0.5,0.5,4411.25,3404.0
593,0.5,0.5,7881.25,7333.25
594,0.5,0.5,4257.0,4542.75
595,0.5,0.5,13237.25,13750.5
596,0.5,0.5,3825.75,4128.5
597,0.5,0.5,4481.25,5447.5
598,0.5,0.5,4902.75,5069.0
599,0.5,0.5,7840.5,7963.0
6,0.5,0.5,5071.25,5978.0
60,0.5,0.5,8121.5,7558.75
600,0.5,0.5,5938.5,5345.0
601,0.5,0.5,4203.25,3995.5
602,0.5,0.5,6234.5,6093.0
603,0.5,0.5,6705.0,6372.75
604,0.5,0.5,7585.5,8384.5
605,0.5,0.5,6392.75,6204.5
606,0.5,0.5,5747.25,4614.75
607,0.5,0.5,3712.5,2216.75
608,0.5,0.5,8427.0,8463.75
609,0.5,0.5,4322.5,4443.5
61,0.5,0.5,4518.5,3746.5
610,0.5,0.5,3875.0,4087.75
611,0.5,0.5,5434.25,5017.25
612,0.5,0.5,6040.25,6391.0
613,0.5,0.5,6049.75,5924.5
614,0.5,0.5,6052.75,6384.25
615,0.5,0.5,8867.75,8374.75
616,0.5,0.5,8331.25,8269.0
