Store,Date,DayOfWeek,Sales,Customers,Promo,POST_Promo,POST_Sales
163,2014-02-26,3,6104.0,816,0,0,5142
164,2014-02-26,3,4708.0,578,0,0,3518
165,2014-02-26,3,3987.0,421,0,0,2991
166,2014-02-26,3,4604.0,708,0,0,5328
167,2014-02-26,3,6265.0,906,0,0,7260
168,2014-02-26,3,5894.0,661,0,0,5593
169,2014-02-26,3,5701.0,666,0,0,5943
170,2014-02-26,3,4612.0,551,0,0,3220
171,2014-02-26,3,6116.0,762,0,0,5620
172,2014-02-26,3,5790.0,791,0,0,5358
173,2014-02-26,3,5906.0,886,0,0,6936
174,2014-02-26,3,5028.0,438,0,0,3498
175,2014-02-26,3,4447.0,603,0,0,3060
176,2014-02-26,3,3842.0,571,0,0,3875
177,2014-02-26,3,3615.0,500,0,0,2112
178,2014-02-26,3,7294.0,754,0,0,7455
179,2014-02-26,3,5316.0,797,0,0,5819
180,2014-02-26,3,5436.0,713,0,0,5550
181,2014-02-26,3,4476.0,569,0,0,4976
182,2014-02-26,3,3877.0,354,0,0,3590
183,2014-02-26,3,3601.0,533,0,0,5272
184,2014-02-26,3,5873.0,628,0,0,3623
185,2014-02-26,3,4741.0,395,0,0,4600
186,2014-02-26,3,2692.0,319,0,0,3363
187,2014-02-26,3,4854.0,701,0,0,2613
188,2014-02-26,3,3505.0,367,0,0,4791
189,2014-02-26,3,8752.0,887,0,0,7523
190,2014-02-26,3,5675.0,628,0,0,7265
191,2014-02-26,3,5442.0,657,0,0,4302
192,2014-02-26,3,5637.0,442,0,0,6784
193,2014-02-26,3,4119.0,741,0,0,3843
194,2014-02-26,3,4135.0,425,0,0,2908
195,2014-02-26,3,10639.0,1457,0,0,7893
196,2014-02-26,3,3740.0,609,0,0,3252
197,2014-02-26,3,5033.0,734,0,0,4534
198,2014-02-26,3,1574.0,219,0,0,1068
199,2014-02-26,3,5836.0,543,0,0,5949
200,2014-02-26,3,7926.0,1049,0,0,6164
201,2014-02-26,3,4842.0,517,0,0,5183
202,2014-02-26,3,5017.0,446,0,0,4807
203,2014-02-26,3,5881.0,874,0,0,5615
204,2014-02-26,3,5301.0,497,0,0,4336
205,2014-02-26,3,4412.0,728,0,0,4671
206,2014-02-26,3,5645.0,711,0,0,4055
207,2014-02-26,3,8418.0,1171,0,0,10748
208,2014-02-26,3,2294.0,337,0,0,1485
209,2014-02-26,3,4207.0,480,0,0,6353
210,2014-02-26,3,2609.0,270,0,0,3018
211,2014-02-26,3,11255.0,1409,0,0,10341
212,2014-02-26,3,4171.0,472,0,0,3781
213,2014-02-26,3,6671.0,586,0,0,6297
214,2014-02-26,3,9005.0,791,0,0,7444
215,2014-02-26,3,4200.0,381,0,0,5099
216,2014-02-26,3,6342.0,879,0,0,4597
217,2014-02-26,3,3568.0,539,0,0,2864
218,2014-02-26,3,4583.0,679,0,0,4912
219,2014-02-26,3,3091.0,454,0,0,2218
220,2014-02-26,3,4636.0,677,0,0,5863
221,2014-02-26,3,3609.0,392,0,0,4815
222,2014-02-26,3,4315.0,528,0,0,4084
223,2014-02-26,3,5159.0,635,0,0,6220
224,2014-02-26,3,4689.0,391,0,0,5885
225,2014-02-26,3,3491.0,429,0,0,3597
226,2014-02-26,3,5456.0,608,0,0,3885
227,2014-02-26,3,6336.0,667,0,0,4415
228,2014-02-26,3,5301.0,453,0,0,5700
229,2014-02-26,3,6370.0,640,0,0,5704
230,2014-02-26,3,5851.0,794,0,0,4642
231,2014-02-26,3,3190.0,303,0,0,3228
232,2014-02-26,3,1939.0,235,0,0,2362
233,2014-02-26,3,7343.0,899,0,0,7559
234,2014-02-26,3,7571.0,817,0,0,8817
235,2014-02-26,3,3908.0,394,0,0,3647
236,2014-02-26,3,5727.0,816,0,0,5089
237,2014-02-26,3,3939.0,549,0,0,3555
238,2014-02-26,3,7210.0,1126,0,0,1843
239,2014-02-26,3,3523.0,423,0,0,3917
240,2014-02-26,3,4226.0,439,0,0,2762
241,2014-02-26,3,4944.0,613,0,0,4324
242,2014-02-26,3,2288.0,244,0,0,2774
243,2014-02-26,3,4977.0,720,0,0,5465
244,2014-02-26,3,3321.0,419,0,0,2847
245,2014-02-26,3,7821.0,994,0,0,6421
246,2014-02-26,3,5514.0,813,0,0,3864
247,2014-02-26,3,5143.0,468,0,0,6244
248,2014-02-26,3,6185.0,891,0,0,8406
249,2014-02-26,3,3737.0,441,0,0,4925
250,2014-02-26,3,5867.0,532,0,0,7432
251,2014-02-26,3,14253.0,2061,0,0,15209
252,2014-02-26,3,8287.0,762,0,0,7680
253,2014-02-26,3,4184.0,589,0,0,4968
254,2014-02-26,3,2241.0,220,0,0,3017
255,2014-02-26,3,4628.0,534,0,0,3750
256,2014-02-26,3,9495.0,1462,0,0,6349
257,2014-02-26,3,4043.0,587,0,0,2993
258,2014-02-26,3,4269.0,413,0,0,4275
259,2014-02-26,3,11151.0,2391,0,0,10329
260,2014-02-26,3,5544.0,821,0,0,5847
261,2014-02-26,3,8359.0,743,0,0,9784
262,2014-02-26,3,16506.0,2807,0,0,17620
263,2014-02-26,3,2589.0,270,0,0,2116
264,2014-02-26,3,4897.0,784,0,0,6320
265,2014-02-26,3,3493.0,424,0,0,3580
266,2014-02-26,3,3450.0,504,0,0,3222
267,2014-02-26,3,5665.0,767,0,0,8150
268,2014-02-26,3,3631.0,505,0,0,2301
269,2014-02-26,3,6525.0,1032,0,0,7534
270,2014-02-26,3,7476.0,1032,0,0,6664
271,2014-02-26,3,5612.0,694,0,0,8753
272,2014-02-26,3,4446.0,539,0,0,4856
273,2014-02-26,3,4876.0,599,0,0,5074
274,2014-02-26,3,2990.0,815,0,0,3140
275,2014-02-26,3,6694.0,729,0,0,5653
276,2014-02-26,3,3404.0,480,0,0,4527
277,2014-02-26,3,4870.0,453,0,0,5773
278,2014-02-26,3,5600.0,710,0,0,5393
279,2014-02-26,3,5203.0,474,0,0,7028
280,2014-02-26,3,5702.0,549,0,0,5033
281,2014-02-26,3,4402.0,459,0,0,4249
282,2014-02-26,3,3525.0,597,0,0,2379
283,2014-02-26,3,5676.0,650,0,0,6043
284,2014-02-26,3,3583.0,363,0,0,6145
285,2014-02-26,3,3876.0,429,0,0,3760
286,2014-02-26,3,4097.0,407,0,0,2799
287,2014-02-26,3,6452.0,721,0,0,6697
288,2014-02-26,3,3993.0,307,0,0,5167
289,2014-02-26,3,4843.0,485,0,0,5696
290,2014-02-26,3,6233.0,722,0,0,5192
291,2014-02-26,3,5480.0,660,0,0,6017
292,2014-02-26,3,5108.0,680,0,0,4516
293,2014-02-26,3,4203.0,634,0,0,4906
294,2014-02-26,3,5142.0,766,0,0,4364
295,2014-02-26,3,4367.0,630,0,0,3119
296,2014-02-26,3,5094.0,686,0,0,6082
297,2014-02-26,3,5433.0,653,0,0,5257
298,2014-02-26,3,5591.0,507,0,0,7083
299,2014-02-26,3,4152.0,453,0,0,2034
300,2014-02-26,3,4546.0,668,0,0,4302
301,2014-02-26,3,4945.0,570,0,0,4374
302,2014-02-26,3,2267.0,233,0,0,3348
303,2014-02-26,3,4525.0,590,0,0,4355
304,2014-02-26,3,5193.0,967,0,0,5089
305,2014-02-26,3,3871.0,401,0,0,4670
306,2014-02-26,3,4168.0,479,0,0,3767
307,2014-02-26,3,1640.0,222,0,0,2047
308,2014-02-26,3,6176.0,752,0,0,7811
309,2014-02-26,3,5077.0,539,0,0,5798
310,2014-02-26,3,6569.0,632,0,0,6861
311,2014-02-26,3,5521.0,796,0,0,5216
312,2014-02-26,3,3532.0,395,0,0,3981
313,2014-02-26,3,4848.0,544,0,0,6200
314,2014-02-26,3,4522.0,550,0,0,3946
315,2014-02-26,3,3198.0,415,0,0,5067
316,2014-02-26,3,7033.0,748,0,0,9038
317,2014-02-26,3,4396.0,511,0,0,4252
318,2014-02-26,3,5004.0,528,0,0,6371
319,2014-02-26,3,6700.0,775,0,0,6996
320,2014-02-26,3,11091.0,1755,0,0,10469
321,2014-02-26,3,3568.0,416,0,0,3426
322,2014-02-26,3,3504.0,458,0,0,3515
323,2014-02-26,3,5280.0,501,0,0,5539
324,2014-02-26,3,3955.0,589,0,0,2736
325,2014-02-26,3,4653.0,528,0,0,5655
326,2014-02-26,3,3466.0,319,0,0,3931
327,2014-02-26,3,5613.0,781,0,0,5614
328,2014-02-26,3,4248.0,541,0,0,5124
329,2014-02-26,3,6059.0,606,0,0,5817
330,2014-02-26,3,4022.0,445,0,0,5112
331,2014-02-26,3,5277.0,786,0,0,4431
332,2014-02-26,3,3196.0,474,0,0,2343
333,2014-02-26,3,7770.0,1124,0,0,6335
334,2014-02-26,3,4268.0,512,0,0,4226
335,2014-02-26,3,11860.0,2425,0,0,10947
336,2014-02-26,3,11067.0,1761,0,0,11901
337,2014-02-26,3,3870.0,336,0,0,4072
338,2014-02-26,3,4721.0,481,0,0,5568
339,2014-02-26,3,4835.0,684,0,0,4239
340,2014-02-26,3,4680.0,617,0,0,4559
341,2014-02-26,3,4837.0,713,0,0,3835
342,2014-02-26,3,8744.0,735,0,0,7077
343,2014-02-26,3,5679.0,610,0,0,5042
344,2014-02-26,3,5934.0,913,0,0,6586
345,2014-02-26,3,4342.0,481,0,0,4598
346,2014-02-26,3,6145.0,601,0,0,5330
347,2014-02-26,3,3956.0,346,0,0,5677
348,2014-02-26,3,7674.0,701,0,0,5644
349,2014-02-26,3,6370.0,690,0,0,4963
350,2014-02-26,3,4819.0,397,0,0,5291
351,2014-02-26,3,4775.0,468,0,0,4922
352,2014-02-26,3,4888.0,528,0,0,4039
353,2014-02-26,3,5320.0,1514,0,0,4948
354,2014-02-26,3,5985.0,636,0,0,7870
355,2014-02-26,3,6846.0,930,0,0,6620
356,2014-02-26,3,4642.0,378,0,0,4217
357,2014-02-26,3,5159.0,768,0,0,5426
358,2014-02-26,3,7492.0,973,0,0,8160
359,2014-02-26,3,6819.0,641,0,0,3998
360,2014-02-26,3,5243.0,637,0,0,5438
361,2014-02-26,3,4120.0,452,0,0,5144
362,2014-02-26,3,7147.0,947,0,0,7513
363,2014-02-26,3,5665.0,814,0,0,5860
364,2014-02-26,3,3959.0,522,0,0,4152
365,2014-02-26,3,4049.0,474,0,0,3809
366,2014-02-26,3,4111.0,473,0,0,4320
367,2014-02-26,3,2863.0,382,0,0,5516
368,2014-02-26,3,6991.0,607,0,0,7817
369,2014-02-26,3,4958.0,465,0,0,6020
370,2014-02-26,3,5623.0,519,0,0,6265
371,2014-02-26,3,5075.0,428,0,0,7566
372,2014-02-26,3,6319.0,632,0,0,5736
373,2014-02-26,3,3808.0,293,0,0,2912
374,2014-02-26,3,5951.0,780,0,0,1891
375,2014-02-26,3,5821.0,532,0,0,7305
376,2014-02-26,3,5791.0,768,0,0,5808
377,2014-02-26,3,5180.0,788,0,0,6243
378,2014-02-26,3,4853.0,839,0,0,5403
379,2014-02-26,3,2744.0,403,0,0,3740
380,2014-02-26,3,11653.0,1246,0,0,9584
381,2014-02-26,3,7596.0,936,0,0,6003
382,2014-02-26,3,5044.0,454,0,0,7030
383,2014-02-26,3,13428.0,1839,0,0,12981
384,2014-02-26,3,6459.0,816,0,0,6849
385,2014-02-26,3,5358.0,519,0,0,6864
386,2014-02-26,3,6220.0,550,0,0,8587
387,2014-02-26,3,8556.0,1226,0,0,8426
388,2014-02-26,3,8215.0,947,0,0,7950
389,2014-02-26,3,8080.0,1185,0,0,7666
390,2014-02-26,3,9755.0,994,0,0,9234
391,2014-02-26,3,4840.0,651,0,0,4276
392,2014-02-26,3,5734.0,666,0,0,7323
393,2014-02-26,3,5729.0,629,0,0,6392
394,2014-02-26,3,5706.0,539,0,0,6288
395,2014-02-26,3,4026.0,558,0,0,2259
396,2014-02-26,3,6676.0,842,0,0,7899
397,2014-02-26,3,4401.0,721,0,0,4173
398,2014-02-26,3,3950.0,476,0,0,4273
399,2014-02-26,3,4049.0,492,0,0,2178
400,2014-02-26,3,5991.0,977,0,0,5053
401,2014-02-26,3,5059.0,552,0,0,2458
402,2014-02-26,3,3181.0,423,0,0,4506
403,2014-02-26,3,7186.0,782,0,0,5391
404,2014-02-26,3,4529.0,604,0,0,4153
405,2014-02-26,3,2725.0,402,0,0,2282
406,2014-02-26,3,4330.0,391,0,0,5481
407,2014-02-26,3,2619.0,243,0,0,2828
408,2014-02-26,3,3167.0,373,0,0,3426
409,2014-02-26,3,4782.0,488,0,0,3908
410,2014-02-26,3,5954.0,818,0,0,3758
411,2014-02-26,3,6931.0,584,0,0,6988
412,2014-02-26,3,6129.0,528,0,0,7117
413,2014-02-26,3,6215.0,876,0,0,5012
414,2014-02-26,3,4918.0,423,0,0,4905
415,2014-02-26,3,5766.0,570,0,0,3201
416,2014-02-26,3,8515.0,1216,0,0,7569
417,2014-02-26,3,6230.0,773,0,0,6889
418,2014-02-26,3,4718.0,565,0,0,4423
419,2014-02-26,3,4034.0,726,0,0,3208
420,2014-02-26,3,3405.0,335,0,0,2352
421,2014-02-26,3,5940.0,684,0,0,7317
422,2014-02-26,3,3719.0,433,0,0,3234
423,2014-02-26,3,7988.0,1525,0,0,7602
424,2014-02-26,3,5183.0,674,0,0,4114
425,2014-02-26,3,3153.0,471,0,0,3312
426,2014-02-26,3,4732.0,680,0,0,2622
427,2014-02-26,3,5414.0,628,0,0,5724
428,2014-02-26,3,5160.0,469,0,0,4993
429,2014-02-26,3,4044.0,377,0,0,4607
430,2014-02-26,3,6532.0,604,0,0,6514
431,2014-02-26,3,7993.0,963,0,0,6968
432,2014-02-26,3,9336.0,1459,0,0,9467
433,2014-02-26,3,4095.0,577,0,0,4268
434,2014-02-26,3,7803.0,619,0,0,6352
435,2014-02-26,3,4205.0,528,0,0,2486
436,2014-02-26,3,4133.0,516,0,0,5878
437,2014-02-26,3,5140.0,617,0,0,5453
438,2014-02-26,3,3400.0,414,0,0,4563
439,2014-02-26,3,4874.0,737,0,0,2513
440,2014-02-26,3,3692.0,512,0,0,3508
441,2014-02-26,3,5498.0,714,0,0,4178
442,2014-02-26,3,2881.0,357,0,0,3649
443,2014-02-26,3,3587.0,362,0,0,3901
444,2014-02-26,3,9280.0,1273,0,0,10445
445,2014-02-26,3,8411.0,1294,0,0,6606
446,2014-02-26,3,4580.0,609,0,0,4916
447,2014-02-26,3,4171.0,548,0,0,2743
448,2014-02-26,3,6947.0,654,0,0,6820
449,2014-02-26,3,8806.0,1393,0,0,8517
450,2014-02-26,3,5800.0,783,0,0,6552
451,2014-02-26,3,3878.0,373,0,0,5669
452,2014-02-26,3,3280.0,346,0,0,4499
453,2014-02-26,3,5333.0,704,0,0,4423
454,2014-02-26,3,4620.0,700,0,0,5664
455,2014-02-26,3,5378.0,372,0,0,6278
456,2014-02-26,3,5152.0,843,0,0,4826
457,2014-02-26,3,3883.0,363,0,0,4893
458,2014-02-26,3,5149.0,528,0,0,5970
459,2014-02-26,3,6702.0,964,0,0,8241
460,2014-02-26,3,2385.0,266,0,0,1986
461,2014-02-26,3,3360.0,384,0,0,3357
462,2014-02-26,3,3538.0,538,0,0,4446
463,2014-02-26,3,5184.0,868,0,0,4323
464,2014-02-26,3,6994.0,939,0,0,8742
465,2014-02-26,3,5284.0,467,0,0,5977
466,2014-02-26,3,6213.0,724,0,0,3965
467,2014-02-26,3,10119.0,1359,0,0,9376
468,2014-02-26,3,5322.0,657,0,0,4442
469,2014-02-26,3,7927.0,1138,0,0,8980
470,2014-02-26,3,11143.0,1746,0,0,9456
471,2014-02-26,3,4427.0,433,0,0,5718
472,2014-02-26,3,3966.0,569,0,0,3691
473,2014-02-26,3,3166.0,512,0,0,2895
474,2014-02-26,3,6030.0,637,0,0,7211
475,2014-02-26,3,5806.0,998,0,0,4142
476,2014-02-26,3,4489.0,561,0,0,3966
477,2014-02-26,3,5429.0,393,0,0,3211
478,2014-02-26,3,5374.0,666,0,0,6287
479,2014-02-26,3,8487.0,1124,0,0,8654
480,2014-02-26,3,4152.0,619,0,0,2041
481,2014-02-26,3,4320.0,405,0,0,5418
482,2014-02-26,3,5568.0,685,0,0,6026
483,2014-02-26,3,3351.0,520,0,0,1868
484,2014-02-26,3,4787.0,562,0,0,5949
485,2014-02-26,3,3514.0,365,0,0,4579
486,2014-02-26,3,3111.0,426,0,0,3523
487,2014-02-26,3,4720.0,497,0,0,4731
488,2014-02-26,3,2757.0,331,0,0,2889
489,2014-02-26,3,5374.0,550,0,0,5597
490,2014-02-26,3,6924.0,965,0,0,6566
491,2014-02-26,3,4850.0,397,0,0,5227
492,2014-02-26,3,5068.0,891,0,0,7318
493,2014-02-26,3,6880.0,738,0,0,6610
494,2014-02-26,3,6520.0,969,0,0,5926
495,2014-02-26,3,3221.0,299,0,0,2911
496,2014-02-26,3,5588.0,670,0,0,5934
497,2014-02-26,3,6889.0,958,0,0,6519
498,2014-02-26,3,5742.0,799,0,0,5885
499,2014-02-26,3,4287.0,649,0,0,4348
500,2014-02-26,3,4209.0,346,0,0,3183
501,2014-02-26,3,4776.0,637,0,0,4445
502,2014-02-26,3,7852.0,1272,0,0,7101
503,2014-02-26,3,4380.0,329,0,0,4652
504,2014-02-26,3,4815.0,812,0,0,5181
505,2014-02-26,3,3586.0,543,0,0,4188
506,2014-02-26,3,6040.0,791,0,0,5353
507,2014-02-26,3,6114.0,539,0,0,4576
508,2014-02-26,3,5297.0,633,0,0,5701
509,2014-02-26,3,4665.0,458,0,0,5565
510,2014-02-26,3,7428.0,914,0,0,6557
511,2014-02-26,3,4512.0,722,0,0,4421
512,2014-02-26,3,4511.0,1222,0,0,5066
513,2014-02-26,3,13243.0,1677,0,0,16233
514,2014-02-26,3,4247.0,527,0,0,5094
515,2014-02-26,3,6220.0,602,0,0,7686
516,2014-02-26,3,4357.0,670,0,0,4689
517,2014-02-26,3,3863.0,486,0,0,5858
518,2014-02-26,3,4446.0,421,0,0,4992
519,2014-02-26,3,3308.0,429,0,0,4160
520,2014-02-26,3,3459.0,371,0,0,2074
521,2014-02-26,3,4938.0,430,0,0,5219
522,2014-02-26,3,5955.0,527,0,0,7275
523,2014-02-26,3,10425.0,1391,0,0,11111
524,2014-02-26,3,6180.0,755,0,0,5854
525,2014-02-26,3,7571.0,746,0,0,7197
526,2014-02-26,3,9348.0,1420,0,0,8304
527,2014-02-26,3,8729.0,889,0,0,9989
528,2014-02-26,3,7812.0,848,0,0,7448
529,2014-02-26,3,5319.0,609,0,0,6035
530,2014-02-26,3,2433.0,360,0,0,3315
531,2014-02-26,3,3675.0,544,0,0,2792
532,2014-02-26,3,14177.0,1804,0,0,7877
533,2014-02-26,3,7576.0,788,0,0,6615
534,2014-02-26,3,4778.0,409,0,0,5118
535,2014-02-26,3,8456.0,1086,0,0,5478
536,2014-02-26,3,6631.0,804,0,0,5677
537,2014-02-26,3,4643.0,566,0,0,4740
538,2014-02-26,3,3118.0,523,0,0,3407
539,2014-02-26,3,8981.0,1005,0,0,9595
540,2014-02-26,3,4052.0,337,0,0,5429
541,2014-02-26,3,5062.0,740,0,0,4165
542,2014-02-26,3,5328.0,504,0,0,5210
543,2014-02-26,3,1728.0,197,0,0,1508
544,2014-02-26,3,10021.0,1525,0,0,10718
545,2014-02-26,3,7896.0,921,0,0,9223
546,2014-02-26,3,10597.0,1407,0,0,10182
547,2014-02-26,3,5064.0,393,0,0,3376
548,2014-02-26,3,3314.0,327,0,0,3969
549,2014-02-26,3,3721.0,532,0,0,4059
550,2014-02-26,3,4631.0,421,0,0,5176
551,2014-02-26,3,5650.0,928,0,0,5801
552,2014-02-26,3,5004.0,556,0,0,6631
553,2014-02-26,3,3972.0,462,0,0,5937
554,2014-02-26,3,3797.0,528,0,0,3747
