Store,Date,DayOfWeek,Sales,Customers,Promo,mean_Promo,POST_Promo,POST_Sales
88,2014-02-26,3,4493.0,555,0,0.0,0,6037
89,2014-02-26,3,5171.0,613,0,0.0,0,5050
90,2014-02-26,3,6716.0,1007,0,0.0,0,6319
91,2014-02-26,3,5375.0,663,0,0.0,0,5539
92,2014-02-26,3,3974.0,404,0,0.0,0,5997
93,2014-02-26,3,4147.0,517,0,0.0,0,4644
94,2014-02-26,3,5377.0,573,0,0.0,0,5738
95,2014-02-26,3,5286.0,657,0,0.0,0,6794
96,2014-02-26,3,4377.0,550,0,0.0,0,3803
97,2014-02-26,3,4501.0,523,0,0.0,0,4905
98,2014-02-26,3,3085.0,335,0,0.0,0,4433
99,2014-02-26,3,3600.0,355,0,0.0,0,5048
100,2014-02-26,3,5928.0,607,0,0.0,0,6236
101,2014-02-26,3,6376.0,711,0,0.0,0,5772
102,2014-02-26,3,4397.0,768,0,0.0,0,4733
103,2014-02-26,3,3612.0,357,0,0.0,0,3556
104,2014-02-26,3,8593.0,1236,0,0.0,0,9117
105,2014-02-26,3,3909.0,530,0,0.0,0,3130
106,2014-02-26,3,8042.0,855,0,0.0,0,6392
107,2014-02-26,3,5785.0,884,0,0.0,0,6448
108,2014-02-26,3,8253.0,730,0,0.0,0,8677
109,2014-02-26,3,4761.0,619,0,0.0,0,5603
110,2014-02-26,3,3515.0,538,0,0.0,0,4211
111,2014-02-26,3,4861.0,456,0,0.0,0,4634
112,2014-02-26,3,5638.0,737,0,0.0,0,5994
113,2014-02-26,3,6064.0,649,0,0.0,0,8464
114,2014-02-26,3,4513.0,598,0,0.0,0,3892
115,2014-02-26,3,5366.0,472,0,0.0,0,5616
116,2014-02-26,3,5536.0,666,0,0.0,0,5394
117,2014-02-26,3,3536.0,497,0,0.0,0,3567
118,2014-02-26,3,5296.0,505,0,0.0,0,6011
119,2014-02-26,3,5083.0,651,0,0.0,0,4073
120,2014-02-26,3,5108.0,539,0,0.0,0,4782
121,2014-02-26,3,3522.0,429,0,0.0,0,3564
122,2014-02-26,3,4451.0,601,0,0.0,0,4075
123,2014-02-26,3,6196.0,877,0,0.0,0,5821
124,2014-02-26,3,3528.0,504,0,0.0,0,3578
125,2014-02-26,3,9417.0,1428,0,0.0,0,9709
126,2014-02-26,3,5594.0,608,0,0.0,0,4190
127,2014-02-26,3,4156.0,530,0,0.0,0,3513
128,2014-02-26,3,5305.0,499,0,0.0,0,6018
129,2014-02-26,3,6957.0,1027,0,0.0,0,7577
130,2014-02-26,3,4371.0,550,0,0.0,0,3926
131,2014-02-26,3,5142.0,626,0,0.0,0,4368
132,2014-02-26,3,4787.0,514,0,0.0,0,4548
133,2014-02-26,3,4578.0,608,0,0.0,0,4698
134,2014-02-26,3,4350.0,470,0,0.0,0,4241
135,2014-02-26,3,4278.0,423,0,0.0,0,5743
136,2014-02-26,3,3972.0,364,0,0.0,0,5722
137,2014-02-26,3,6768.0,883,0,0.0,0,5743
138,2014-02-26,3,5471.0,591,0,0.0,0,4714
139,2014-02-26,3,5234.0,474,0,0.0,0,5268
140,2014-02-26,3,6592.0,944,0,0.0,0,12381
141,2014-02-26,3,3943.0,496,0,0.0,0,4525
142,2014-02-26,3,5578.0,730,0,0.0,0,1994
143,2014-02-26,3,4510.0,462,0,0.0,0,3297
144,2014-02-26,3,6034.0,630,0,0.0,0,6254
145,2014-02-26,3,6117.0,1054,0,0.0,0,6140
146,2014-02-26,3,5488.0,604,0,0.0,0,4733
147,2014-02-26,3,5673.0,716,0,0.0,0,5730
148,2014-02-26,3,6997.0,733,0,0.0,0,7067
149,2014-02-26,3,4272.0,453,0,0.0,0,5698
150,2014-02-26,3,6410.0,645,0,0.0,0,6671
151,2014-02-26,3,4601.0,519,0,0.0,0,5299
152,2014-02-26,3,5342.0,728,0,0.0,0,4755
153,2014-02-26,3,5042.0,605,0,0.0,0,4667
154,2014-02-26,3,5854.0,579,0,0.0,0,7491
155,2014-02-26,3,4500.0,522,0,0.0,0,4693
156,2014-02-26,3,5164.0,627,0,0.0,0,5275
157,2014-02-26,3,8413.0,1003,0,0.0,0,5784
158,2014-02-26,3,6247.0,403,0,0.0,0,6569
159,2014-02-26,3,5354.0,533,0,0.0,0,5601
160,2014-02-26,3,3597.0,418,0,0.0,0,5796
161,2014-02-26,3,6859.0,903,0,0.0,0,6328
162,2014-02-26,3,4850.0,400,0,0.0,0,5406
163,2014-02-26,3,6104.0,816,0,0.0,0,6040
164,2014-02-26,3,4708.0,578,0,0.0,0,5393
165,2014-02-26,3,3987.0,421,0,0.0,0,3443
166,2014-02-26,3,4604.0,708,0,0.0,0,4946
167,2014-02-26,3,6265.0,906,0,0.0,0,7973
168,2014-02-26,3,5894.0,661,0,0.0,0,6423
169,2014-02-26,3,5701.0,666,0,0.0,0,3864
170,2014-02-26,3,4612.0,551,0,0.0,0,3581
171,2014-02-26,3,6116.0,762,0,0.0,0,6971
172,2014-02-26,3,5790.0,791,0,0.0,0,5287
173,2014-02-26,3,5906.0,886,0,0.0,0,6052
174,2014-02-26,3,5028.0,438,0,0.0,0,4001
175,2014-02-26,3,4447.0,603,0,0.0,0,5162
176,2014-02-26,3,3842.0,571,0,0.0,0,3552
177,2014-02-26,3,3615.0,500,0,0.0,0,4591
178,2014-02-26,3,7294.0,754,0,0.0,0,9958
179,2014-02-26,3,5316.0,797,0,0.0,0,6286
180,2014-02-26,3,5436.0,713,0,0.0,0,5174
181,2014-02-26,3,4476.0,569,0,0.0,0,6498
182,2014-02-26,3,3877.0,354,0,0.0,0,3690
183,2014-02-26,3,3601.0,533,0,0.0,0,3398
184,2014-02-26,3,5873.0,628,0,0.0,0,5470
185,2014-02-26,3,4741.0,395,0,0.0,0,4553
186,2014-02-26,3,2692.0,319,0,0.0,0,4951
187,2014-02-26,3,4854.0,701,0,0.0,0,8407
188,2014-02-26,3,3505.0,367,0,0.0,0,3044
189,2014-02-26,3,8752.0,887,0,0.0,0,7754
190,2014-02-26,3,5675.0,628,0,0.0,0,3235
191,2014-02-26,3,5442.0,657,0,0.0,0,5452
192,2014-02-26,3,5637.0,442,0,0.0,0,6361
193,2014-02-26,3,4119.0,741,0,0.0,0,3517
194,2014-02-26,3,4135.0,425,0,0.0,0,4140
195,2014-02-26,3,10639.0,1457,0,0.0,0,8828
196,2014-02-26,3,3740.0,609,0,0.0,0,3706
197,2014-02-26,3,5033.0,734,0,0.0,0,6526
198,2014-02-26,3,1574.0,219,0,0.0,0,2018
199,2014-02-26,3,5836.0,543,0,0.0,0,5727
200,2014-02-26,3,7926.0,1049,0,0.0,0,5803
201,2014-02-26,3,4842.0,517,0,0.0,0,4906
202,2014-02-26,3,5017.0,446,0,0.0,0,7114
203,2014-02-26,3,5881.0,874,0,0.0,0,4975
204,2014-02-26,3,5301.0,497,0,0.0,0,3080
205,2014-02-26,3,4412.0,728,0,0.0,0,4506
206,2014-02-26,3,5645.0,711,0,0.0,0,4628
207,2014-02-26,3,8418.0,1171,0,0.0,0,6231
208,2014-02-26,3,2294.0,337,0,0.0,0,1445
209,2014-02-26,3,4207.0,480,0,0.0,0,4282
210,2014-02-26,3,2609.0,270,0,0.0,0,1800
211,2014-02-26,3,11255.0,1409,0,0.0,0,8760
212,2014-02-26,3,4171.0,472,0,0.0,0,3279
213,2014-02-26,3,6671.0,586,0,0.0,0,6466
214,2014-02-26,3,9005.0,791,0,0.0,0,6377
215,2014-02-26,3,4200.0,381,0,0.0,0,5182
216,2014-02-26,3,6342.0,879,0,0.0,0,5995
217,2014-02-26,3,3568.0,539,0,0.0,0,4499
218,2014-02-26,3,4583.0,679,0,0.0,0,5511
219,2014-02-26,3,3091.0,454,0,0.0,0,1172
220,2014-02-26,3,4636.0,677,0,0.0,0,3076
221,2014-02-26,3,3609.0,392,0,0.0,0,5184
222,2014-02-26,3,4315.0,528,0,0.0,0,3680
223,2014-02-26,3,5159.0,635,0,0.0,0,6089
224,2014-02-26,3,4689.0,391,0,0.0,0,5456
225,2014-02-26,3,3491.0,429,0,0.0,0,4237
226,2014-02-26,3,5456.0,608,0,0.0,0,5973
227,2014-02-26,3,6336.0,667,0,0.0,0,4475
228,2014-02-26,3,5301.0,453,0,0.0,0,5969
229,2014-02-26,3,6370.0,640,0,0.0,0,6478
230,2014-02-26,3,5851.0,794,0,0.0,0,5281
231,2014-02-26,3,3190.0,303,0,0.0,0,3918
232,2014-02-26,3,1939.0,235,0,0.0,0,3322
233,2014-02-26,3,7343.0,899,0,0.0,0,6866
234,2014-02-26,3,7571.0,817,0,0.0,0,7635
235,2014-02-26,3,3908.0,394,0,0.0,0,4394
236,2014-02-26,3,5727.0,816,0,0.0,0,5513
237,2014-02-26,3,3939.0,549,0,0.0,0,2744
238,2014-02-26,3,7210.0,1126,0,0.0,0,5974
239,2014-02-26,3,3523.0,423,0,0.0,0,3671
240,2014-02-26,3,4226.0,439,0,0.0,0,4580
241,2014-02-26,3,4944.0,613,0,0.0,0,3636
242,2014-02-26,3,2288.0,244,0,0.0,0,319
243,2014-02-26,3,4977.0,720,0,0.0,0,5940
244,2014-02-26,3,3321.0,419,0,0.0,0,3312
245,2014-02-26,3,7821.0,994,0,0.0,0,8089
246,2014-02-26,3,5514.0,813,0,0.0,0,4672
247,2014-02-26,3,5143.0,468,0,0.0,0,7589
248,2014-02-26,3,6185.0,891,0,0.0,0,5659
249,2014-02-26,3,3737.0,441,0,0.0,0,3488
250,2014-02-26,3,5867.0,532,0,0.0,0,6363
251,2014-02-26,3,14253.0,2061,0,0.0,0,13511
252,2014-02-26,3,8287.0,762,0,0.0,0,8397
253,2014-02-26,3,4184.0,589,0,0.0,0,6473
254,2014-02-26,3,2241.0,220,0,0.0,0,1969
255,2014-02-26,3,4628.0,534,0,0.0,0,6550
256,2014-02-26,3,9495.0,1462,0,0.0,0,7565
257,2014-02-26,3,4043.0,587,0,0.0,0,3527
258,2014-02-26,3,4269.0,413,0,0.0,0,3600
259,2014-02-26,3,11151.0,2391,0,0.0,0,11462
260,2014-02-26,3,5544.0,821,0,0.0,0,5402
261,2014-02-26,3,8359.0,743,0,0.0,0,10353
262,2014-02-26,3,16506.0,2807,0,0.0,0,19151
263,2014-02-26,3,2589.0,270,0,0.0,0,3384
264,2014-02-26,3,4897.0,784,0,0.0,0,6047
265,2014-02-26,3,3493.0,424,0,0.0,0,4807
266,2014-02-26,3,3450.0,504,0,0.0,0,2177
267,2014-02-26,3,5665.0,767,0,0.0,0,5436
268,2014-02-26,3,3631.0,505,0,0.0,0,4163
269,2014-02-26,3,6525.0,1032,0,0.0,0,7093
270,2014-02-26,3,7476.0,1032,0,0.0,0,6584
271,2014-02-26,3,5612.0,694,0,0.0,0,6196
272,2014-02-26,3,4446.0,539,0,0.0,0,4125
273,2014-02-26,3,4876.0,599,0,0.0,0,6070
274,2014-02-26,3,2990.0,815,0,0.0,0,2617
275,2014-02-26,3,6694.0,729,0,0.0,0,5522
276,2014-02-26,3,3404.0,480,0,0.0,0,3075
277,2014-02-26,3,4870.0,453,0,0.0,0,5014
278,2014-02-26,3,5600.0,710,0,0.0,0,5524
279,2014-02-26,3,5203.0,474,0,0.0,0,6097
280,2014-02-26,3,5702.0,549,0,0.0,0,3909
281,2014-02-26,3,4402.0,459,0,0.0,0,3939
282,2014-02-26,3,3525.0,597,0,0.0,0,4563
283,2014-02-26,3,5676.0,650,0,0.0,0,5331
284,2014-02-26,3,3583.0,363,0,0.0,0,5278
285,2014-02-26,3,3876.0,429,0,0.0,0,4057
286,2014-02-26,3,4097.0,407,0,0.0,0,3294
287,2014-02-26,3,6452.0,721,0,0.0,0,6783
288,2014-02-26,3,3993.0,307,0,0.0,0,3967
289,2014-02-26,3,4843.0,485,0,0.0,0,5292
290,2014-02-26,3,6233.0,722,0,0.0,0,6351
291,2014-02-26,3,5480.0,660,0,0.0,0,5718
292,2014-02-26,3,5108.0,680,0,0.0,0,4253
293,2014-02-26,3,4203.0,634,0,0.0,0,5590
294,2014-02-26,3,5142.0,766,0,0.0,0,3267
295,2014-02-26,3,4367.0,630,0,0.0,0,5237
296,2014-02-26,3,5094.0,686,0,0.0,0,3524
297,2014-02-26,3,5433.0,653,0,0.0,0,5141
298,2014-02-26,3,5591.0,507,0,0.0,0,7054
299,2014-02-26,3,4152.0,453,0,0.0,0,2254
300,2014-02-26,3,4546.0,668,0,0.0,0,5039
301,2014-02-26,3,4945.0,570,0,0.0,0,3350
302,2014-02-26,3,2267.0,233,0,0.0,0,1611
303,2014-02-26,3,4525.0,590,0,0.0,0,4711
304,2014-02-26,3,5193.0,967,0,0.0,0,5394
305,2014-02-26,3,3871.0,401,0,0.0,0,5920
306,2014-02-26,3,4168.0,479,0,0.0,0,4271
307,2014-02-26,3,1640.0,222,0,0.0,0,1797
308,2014-02-26,3,6176.0,752,0,0.0,0,4819
309,2014-02-26,3,5077.0,539,0,0.0,0,7237
310,2014-02-26,3,6569.0,632,0,0.0,0,9017
311,2014-02-26,3,5521.0,796,0,0.0,0,4669
312,2014-02-26,3,3532.0,395,0,0.0,0,2179
313,2014-02-26,3,4848.0,544,0,0.0,0,5580
314,2014-02-26,3,4522.0,550,0,0.0,0,4005
315,2014-02-26,3,3198.0,415,0,0.0,0,3742
316,2014-02-26,3,7033.0,748,0,0.0,0,9125
317,2014-02-26,3,4396.0,511,0,0.0,0,5840
318,2014-02-26,3,5004.0,528,0,0.0,0,5083
319,2014-02-26,3,6700.0,775,0,0.0,0,6104
320,2014-02-26,3,11091.0,1755,0,0.0,0,11791
321,2014-02-26,3,3568.0,416,0,0.0,0,4207
322,2014-02-26,3,3504.0,458,0,0.0,0,5533
323,2014-02-26,3,5280.0,501,0,0.0,0,6129
324,2014-02-26,3,3955.0,589,0,0.0,0,4531
325,2014-02-26,3,4653.0,528,0,0.0,0,5271
326,2014-02-26,3,3466.0,319,0,0.0,0,3609
327,2014-02-26,3,5613.0,781,0,0.0,0,6742
328,2014-02-26,3,4248.0,541,0,0.0,0,3478
329,2014-02-26,3,6059.0,606,0,0.0,0,6066
330,2014-02-26,3,4022.0,445,0,0.0,0,2681
331,2014-02-26,3,5277.0,786,0,0.0,0,4467
332,2014-02-26,3,3196.0,474,0,0.0,0,2817
333,2014-02-26,3,7770.0,1124,0,0.0,0,7036
334,2014-02-26,3,4268.0,512,0,0.0,0,3596
335,2014-02-26,3,11860.0,2425,0,0.0,0,11288
336,2014-02-26,3,11067.0,1761,0,0.0,0,10914
337,2014-02-26,3,3870.0,336,0,0.0,0,2844
338,2014-02-26,3,4721.0,481,0,0.0,0,5318
339,2014-02-26,3,4835.0,684,0,0.0,0,3238
340,2014-02-26,3,4680.0,617,0,0.0,0,4285
341,2014-02-26,3,4837.0,713,0,0.0,0,3124
342,2014-02-26,3,8744.0,735,0,0.0,0,7799
343,2014-02-26,3,5679.0,610,0,0.0,0,5837
344,2014-02-26,3,5934.0,913,0,0.0,0,6203
345,2014-02-26,3,4342.0,481,0,0.0,0,2981
346,2014-02-26,3,6145.0,601,0,0.0,0,4694
347,2014-02-26,3,3956.0,346,0,0.0,0,5113
348,2014-02-26,3,7674.0,701,0,0.0,0,7035
349,2014-02-26,3,6370.0,690,0,0.0,0,7342
350,2014-02-26,3,4819.0,397,0,0.0,0,5479
351,2014-02-26,3,4775.0,468,0,0.0,0,5024
352,2014-02-26,3,4888.0,528,0,0.0,0,4552
353,2014-02-26,3,5320.0,1514,0,0.0,0,4459
354,2014-02-26,3,5985.0,636,0,0.0,0,5881
355,2014-02-26,3,6846.0,930,0,0.0,0,6796
356,2014-02-26,3,4642.0,378,0,0.0,0,3385
357,2014-02-26,3,5159.0,768,0,0.0,0,5730
358,2014-02-26,3,7492.0,973,0,0.0,0,9140
359,2014-02-26,3,6819.0,641,0,0.0,0,5309
360,2014-02-26,3,5243.0,637,0,0.0,0,5103
361,2014-02-26,3,4120.0,452,0,0.0,0,5392
362,2014-02-26,3,7147.0,947,0,0.0,0,6275
363,2014-02-26,3,5665.0,814,0,0.0,0,5278
364,2014-02-26,3,3959.0,522,0,0.0,0,2972
365,2014-02-26,3,4049.0,474,0,0.0,0,3608
366,2014-02-26,3,4111.0,473,0,0.0,0,3711
367,2014-02-26,3,2863.0,382,0,0.0,0,3636
368,2014-02-26,3,6991.0,607,0,0.0,0,8105
369,2014-02-26,3,4958.0,465,0,0.0,0,7066
370,2014-02-26,3,5623.0,519,0,0.0,0,5691
371,2014-02-26,3,5075.0,428,0,0.0,0,4858
372,2014-02-26,3,6319.0,632,0,0.0,0,6343
373,2014-02-26,3,3808.0,293,0,0.0,0,3614
374,2014-02-26,3,5951.0,780,0,0.0,0,5429
375,2014-02-26,3,5821.0,532,0,0.0,0,6777
376,2014-02-26,3,5791.0,768,0,0.0,0,7124
377,2014-02-26,3,5180.0,788,0,0.0,0,5309
378,2014-02-26,3,4853.0,839,0,0.0,0,5896
379,2014-02-26,3,2744.0,403,0,0.0,0,3238
380,2014-02-26,3,11653.0,1246,0,0.0,0,10556
381,2014-02-26,3,7596.0,936,0,0.0,0,6487
382,2014-02-26,3,5044.0,454,0,0.0,0,5630
383,2014-02-26,3,13428.0,1839,0,0.0,0,14035
384,2014-02-26,3,6459.0,816,0,0.0,0,5687
385,2014-02-26,3,5358.0,519,0,0.0,0,6732
386,2014-02-26,3,6220.0,550,0,0.0,0,8814
387,2014-02-26,3,8556.0,1226,0,0.0,0,6983
388,2014-02-26,3,8215.0,947,0,0.0,0,10531
389,2014-02-26,3,8080.0,1185,0,0.0,0,8067
390,2014-02-26,3,9755.0,994,0,0.0,0,8833
391,2014-02-26,3,4840.0,651,0,0.0,0,4923
392,2014-02-26,3,5734.0,666,0,0.0,0,6766
393,2014-02-26,3,5729.0,629,0,0.0,0,4248
394,2014-02-26,3,5706.0,539,0,0.0,0,6640
395,2014-02-26,3,4026.0,558,0,0.0,0,3063
396,2014-02-26,3,6676.0,842,0,0.0,0,8462
397,2014-02-26,3,4401.0,721,0,0.0,0,3780
398,2014-02-26,3,3950.0,476,0,0.0,0,4559
399,2014-02-26,3,4049.0,492,0,0.0,0,3089
400,2014-02-26,3,5991.0,977,0,0.0,0,5869
401,2014-02-26,3,5059.0,552,0,0.0,0,5456
402,2014-02-26,3,3181.0,423,0,0.0,0,3511
403,2014-02-26,3,7186.0,782,0,0.0,0,7489
404,2014-02-26,3,4529.0,604,0,0.0,0,1510
405,2014-02-26,3,2725.0,402,0,0.0,0,3841
406,2014-02-26,3,4330.0,391,0,0.0,0,5978
407,2014-02-26,3,2619.0,243,0,0.0,0,2697
408,2014-02-26,3,3167.0,373,0,0.0,0,4872
409,2014-02-26,3,4782.0,488,0,0.0,0,2899
410,2014-02-26,3,5954.0,818,0,0.0,0,4074
411,2014-02-26,3,6931.0,584,0,0.0,0,7322
412,2014-02-26,3,6129.0,528,0,0.0,0,6176
413,2014-02-26,3,6215.0,876,0,0.0,0,3131
414,2014-02-26,3,4918.0,423,0,0.0,0,4670
415,2014-02-26,3,5766.0,570,0,0.0,0,4062
416,2014-02-26,3,8515.0,1216,0,0.0,0,9970
417,2014-02-26,3,6230.0,773,0,0.0,0,5775
418,2014-02-26,3,4718.0,565,0,0.0,0,2853
419,2014-02-26,3,4034.0,726,0,0.0,0,1904
420,2014-02-26,3,3405.0,335,0,0.0,0,2936
421,2014-02-26,3,5940.0,684,0,0.0,0,6893
422,2014-02-26,3,3719.0,433,0,0.0,0,4488
423,2014-02-26,3,7988.0,1525,0,0.0,0,7156
424,2014-02-26,3,5183.0,674,0,0.0,0,5008
425,2014-02-26,3,3153.0,471,0,0.0,0,2053
426,2014-02-26,3,4732.0,680,0,0.0,0,3402
427,2014-02-26,3,5414.0,628,0,0.0,0,5405
428,2014-02-26,3,5160.0,469,0,0.0,0,4489
429,2014-02-26,3,4044.0,377,0,0.0,0,3690
430,2014-02-26,3,6532.0,604,0,0.0,0,5021
431,2014-02-26,3,7993.0,963,0,0.0,0,7332
432,2014-02-26,3,9336.0,1459,0,0.0,0,7591
433,2014-02-26,3,4095.0,577,0,0.0,0,3820
434,2014-02-26,3,7803.0,619,0,0.0,0,7822
435,2014-02-26,3,4205.0,528,0,0.0,0,3344
436,2014-02-26,3,4133.0,516,0,0.0,0,3803
437,2014-02-26,3,5140.0,617,0,0.0,0,4754
438,2014-02-26,3,3400.0,414,0,0.0,0,4928
439,2014-02-26,3,4874.0,737,0,0.0,0,6129
440,2014-02-26,3,3692.0,512,0,0.0,0,4132
441,2014-02-26,3,5498.0,714,0,0.0,0,5712
442,2014-02-26,3,2881.0,357,0,0.0,0,3540
443,2014-02-26,3,3587.0,362,0,0.0,0,4599
444,2014-02-26,3,9280.0,1273,0,0.0,0,9310
445,2014-02-26,3,8411.0,1294,0,0.0,0,7083
446,2014-02-26,3,4580.0,609,0,0.0,0,3821
447,2014-02-26,3,4171.0,548,0,0.0,0,4372
448,2014-02-26,3,6947.0,654,0,0.0,0,7272
449,2014-02-26,3,8806.0,1393,0,0.0,0,10322
450,2014-02-26,3,5800.0,783,0,0.0,0,6454
451,2014-02-26,3,3878.0,373,0,0.0,0,3615
452,2014-02-26,3,3280.0,346,0,0.0,0,3139
453,2014-02-26,3,5333.0,704,0,0.0,0,4377
454,2014-02-26,3,4620.0,700,0,0.0,0,4983
455,2014-02-26,3,5378.0,372,0,0.0,0,5822
456,2014-02-26,3,5152.0,843,0,0.0,0,5511
457,2014-02-26,3,3883.0,363,0,0.0,0,4191
458,2014-02-26,3,5149.0,528,0,0.0,0,6287
459,2014-02-26,3,6702.0,964,0,0.0,0,8076
460,2014-02-26,3,2385.0,266,0,0.0,0,1103
461,2014-02-26,3,3360.0,384,0,0.0,0,3885
462,2014-02-26,3,3538.0,538,0,0.0,0,3867
463,2014-02-26,3,5184.0,868,0,0.0,0,6158
464,2014-02-26,3,6994.0,939,0,0.0,0,9197
465,2014-02-26,3,5284.0,467,0,0.0,0,6152
466,2014-02-26,3,6213.0,724,0,0.0,0,5425
467,2014-02-26,3,10119.0,1359,0,0.0,0,10315
468,2014-02-26,3,5322.0,657,0,0.0,0,6347
469,2014-02-26,3,7927.0,1138,0,0.0,0,8387
470,2014-02-26,3,11143.0,1746,0,0.0,0,9165
471,2014-02-26,3,4427.0,433,0,0.0,0,5742
472,2014-02-26,3,3966.0,569,0,0.0,0,3751
473,2014-02-26,3,3166.0,512,0,0.0,0,2798
474,2014-02-26,3,6030.0,637,0,0.0,0,5868
475,2014-02-26,3,5806.0,998,0,0.0,0,5195
476,2014-02-26,3,4489.0,561,0,0.0,0,2971
477,2014-02-26,3,5429.0,393,0,0.0,0,6233
478,2014-02-26,3,5374.0,666,0,0.0,0,5302
