Store,Date,DayOfWeek,Sales,Customers,Promo,POST_Promo,POST_Sales
77,2014-02-26,3,5151.0,513,0,0,5516
78,2014-02-26,3,2748.0,426,0,0,3228
79,2014-02-26,3,3780.0,449,0,0,3672
80,2014-02-26,3,5564.0,474,0,0,5800
81,2014-02-26,3,5566.0,509,0,0,4968
82,2014-02-26,3,7673.0,836,0,0,6470
83,2014-02-26,3,3720.0,351,0,0,1309
84,2014-02-26,3,10475.0,1379,0,0,10199
85,2014-02-26,3,4691.0,739,0,0,5445
86,2014-02-26,3,3664.0,535,0,0,3619
87,2014-02-26,3,5300.0,694,0,0,3828
88,2014-02-26,3,4493.0,555,0,0,4035
89,2014-02-26,3,5171.0,613,0,0,3720
90,2014-02-26,3,6716.0,1007,0,0,3778
91,2014-02-26,3,5375.0,663,0,0,4411
92,2014-02-26,3,3974.0,404,0,0,3760
93,2014-02-26,3,4147.0,517,0,0,4367
94,2014-02-26,3,5377.0,573,0,0,6352
95,2014-02-26,3,5286.0,657,0,0,5660
96,2014-02-26,3,4377.0,550,0,0,6292
97,2014-02-26,3,4501.0,523,0,0,4833
98,2014-02-26,3,3085.0,335,0,0,3139
99,2014-02-26,3,3600.0,355,0,0,4390
100,2014-02-26,3,5928.0,607,0,0,6074
101,2014-02-26,3,6376.0,711,0,0,5947
102,2014-02-26,3,4397.0,768,0,0,6883
103,2014-02-26,3,3612.0,357,0,0,1958
104,2014-02-26,3,8593.0,1236,0,0,8258
105,2014-02-26,3,3909.0,530,0,0,4783
106,2014-02-26,3,8042.0,855,0,0,7434
107,2014-02-26,3,5785.0,884,0,0,6469
108,2014-02-26,3,8253.0,730,0,0,8868
109,2014-02-26,3,4761.0,619,0,0,3759
110,2014-02-26,3,3515.0,538,0,0,3158
111,2014-02-26,3,4861.0,456,0,0,4586
112,2014-02-26,3,5638.0,737,0,0,6073
113,2014-02-26,3,6064.0,649,0,0,5658
114,2014-02-26,3,4513.0,598,0,0,3422
115,2014-02-26,3,5366.0,472,0,0,7416
116,2014-02-26,3,5536.0,666,0,0,5535
117,2014-02-26,3,3536.0,497,0,0,3658
118,2014-02-26,3,5296.0,505,0,0,5686
119,2014-02-26,3,5083.0,651,0,0,5202
120,2014-02-26,3,5108.0,539,0,0,7407
121,2014-02-26,3,3522.0,429,0,0,1758
122,2014-02-26,3,4451.0,601,0,0,4052
123,2014-02-26,3,6196.0,877,0,0,6492
124,2014-02-26,3,3528.0,504,0,0,4899
125,2014-02-26,3,9417.0,1428,0,0,8778
126,2014-02-26,3,5594.0,608,0,0,5096
127,2014-02-26,3,4156.0,530,0,0,3712
128,2014-02-26,3,5305.0,499,0,0,6066
129,2014-02-26,3,6957.0,1027,0,0,7847
130,2014-02-26,3,4371.0,550,0,0,2354
131,2014-02-26,3,5142.0,626,0,0,5154
132,2014-02-26,3,4787.0,514,0,0,5648
133,2014-02-26,3,4578.0,608,0,0,3983
134,2014-02-26,3,4350.0,470,0,0,4036
135,2014-02-26,3,4278.0,423,0,0,5682
136,2014-02-26,3,3972.0,364,0,0,5179
137,2014-02-26,3,6768.0,883,0,0,5570
138,2014-02-26,3,5471.0,591,0,0,4533
139,2014-02-26,3,5234.0,474,0,0,6119
140,2014-02-26,3,6592.0,944,0,0,6208
141,2014-02-26,3,3943.0,496,0,0,3866
142,2014-02-26,3,5578.0,730,0,0,3572
143,2014-02-26,3,4510.0,462,0,0,4465
144,2014-02-26,3,6034.0,630,0,0,5909
145,2014-02-26,3,6117.0,1054,0,0,6095
146,2014-02-26,3,5488.0,604,0,0,6199
147,2014-02-26,3,5673.0,716,0,0,5151
148,2014-02-26,3,6997.0,733,0,0,6127
149,2014-02-26,3,4272.0,453,0,0,3745
150,2014-02-26,3,6410.0,645,0,0,5858
151,2014-02-26,3,4601.0,519,0,0,5175
152,2014-02-26,3,5342.0,728,0,0,3788
153,2014-02-26,3,5042.0,605,0,0,5201
154,2014-02-26,3,5854.0,579,0,0,6859
155,2014-02-26,3,4500.0,522,0,0,6382
156,2014-02-26,3,5164.0,627,0,0,5564
157,2014-02-26,3,8413.0,1003,0,0,7178
158,2014-02-26,3,6247.0,403,0,0,5944
159,2014-02-26,3,5354.0,533,0,0,6145
160,2014-02-26,3,3597.0,418,0,0,4465
161,2014-02-26,3,6859.0,903,0,0,6868
162,2014-02-26,3,4850.0,400,0,0,5784
163,2014-02-26,3,6104.0,816,0,0,6450
164,2014-02-26,3,4708.0,578,0,0,4563
165,2014-02-26,3,3987.0,421,0,0,3010
166,2014-02-26,3,4604.0,708,0,0,5471
167,2014-02-26,3,6265.0,906,0,0,7078
168,2014-02-26,3,5894.0,661,0,0,4208
169,2014-02-26,3,5701.0,666,0,0,5583
170,2014-02-26,3,4612.0,551,0,0,3265
171,2014-02-26,3,6116.0,762,0,0,6890
172,2014-02-26,3,5790.0,791,0,0,4898
173,2014-02-26,3,5906.0,886,0,0,6522
174,2014-02-26,3,5028.0,438,0,0,5001
175,2014-02-26,3,4447.0,603,0,0,4118
176,2014-02-26,3,3842.0,571,0,0,4383
177,2014-02-26,3,3615.0,500,0,0,2434
178,2014-02-26,3,7294.0,754,0,0,7971
179,2014-02-26,3,5316.0,797,0,0,6978
180,2014-02-26,3,5436.0,713,0,0,4172
181,2014-02-26,3,4476.0,569,0,0,5179
182,2014-02-26,3,3877.0,354,0,0,4410
183,2014-02-26,3,3601.0,533,0,0,3923
184,2014-02-26,3,5873.0,628,0,0,5619
185,2014-02-26,3,4741.0,395,0,0,4862
186,2014-02-26,3,2692.0,319,0,0,2241
187,2014-02-26,3,4854.0,701,0,0,7457
188,2014-02-26,3,3505.0,367,0,0,4813
189,2014-02-26,3,8752.0,887,0,0,7109
190,2014-02-26,3,5675.0,628,0,0,5779
191,2014-02-26,3,5442.0,657,0,0,5733
192,2014-02-26,3,5637.0,442,0,0,6013
193,2014-02-26,3,4119.0,741,0,0,3771
194,2014-02-26,3,4135.0,425,0,0,3066
195,2014-02-26,3,10639.0,1457,0,0,8164
196,2014-02-26,3,3740.0,609,0,0,4311
197,2014-02-26,3,5033.0,734,0,0,5550
198,2014-02-26,3,1574.0,219,0,0,2682
199,2014-02-26,3,5836.0,543,0,0,6313
200,2014-02-26,3,7926.0,1049,0,0,6192
201,2014-02-26,3,4842.0,517,0,0,5120
202,2014-02-26,3,5017.0,446,0,0,4170
203,2014-02-26,3,5881.0,874,0,0,4652
204,2014-02-26,3,5301.0,497,0,0,3925
205,2014-02-26,3,4412.0,728,0,0,5516
206,2014-02-26,3,5645.0,711,0,0,6543
207,2014-02-26,3,8418.0,1171,0,0,8369
208,2014-02-26,3,2294.0,337,0,0,1298
209,2014-02-26,3,4207.0,480,0,0,4967
210,2014-02-26,3,2609.0,270,0,0,2931
211,2014-02-26,3,11255.0,1409,0,0,9868
212,2014-02-26,3,4171.0,472,0,0,4163
213,2014-02-26,3,6671.0,586,0,0,5824
214,2014-02-26,3,9005.0,791,0,0,7548
215,2014-02-26,3,4200.0,381,0,0,4984
216,2014-02-26,3,6342.0,879,0,0,5248
217,2014-02-26,3,3568.0,539,0,0,4203
218,2014-02-26,3,4583.0,679,0,0,4025
219,2014-02-26,3,3091.0,454,0,0,454
220,2014-02-26,3,4636.0,677,0,0,4233
221,2014-02-26,3,3609.0,392,0,0,5411
222,2014-02-26,3,4315.0,528,0,0,3730
223,2014-02-26,3,5159.0,635,0,0,7038
224,2014-02-26,3,4689.0,391,0,0,4470
225,2014-02-26,3,3491.0,429,0,0,4844
226,2014-02-26,3,5456.0,608,0,0,4934
227,2014-02-26,3,6336.0,667,0,0,4858
228,2014-02-26,3,5301.0,453,0,0,5663
229,2014-02-26,3,6370.0,640,0,0,9396
230,2014-02-26,3,5851.0,794,0,0,5531
231,2014-02-26,3,3190.0,303,0,0,5225
232,2014-02-26,3,1939.0,235,0,0,1896
233,2014-02-26,3,7343.0,899,0,0,6865
234,2014-02-26,3,7571.0,817,0,0,9240
235,2014-02-26,3,3908.0,394,0,0,4107
236,2014-02-26,3,5727.0,816,0,0,5271
237,2014-02-26,3,3939.0,549,0,0,4024
238,2014-02-26,3,7210.0,1126,0,0,5457
239,2014-02-26,3,3523.0,423,0,0,4211
240,2014-02-26,3,4226.0,439,0,0,592
241,2014-02-26,3,4944.0,613,0,0,6320
242,2014-02-26,3,2288.0,244,0,0,5522
243,2014-02-26,3,4977.0,720,0,0,5877
244,2014-02-26,3,3321.0,419,0,0,2340
245,2014-02-26,3,7821.0,994,0,0,7030
246,2014-02-26,3,5514.0,813,0,0,5666
247,2014-02-26,3,5143.0,468,0,0,6298
248,2014-02-26,3,6185.0,891,0,0,6000
249,2014-02-26,3,3737.0,441,0,0,3496
250,2014-02-26,3,5867.0,532,0,0,7117
251,2014-02-26,3,14253.0,2061,0,0,15223
252,2014-02-26,3,8287.0,762,0,0,8783
253,2014-02-26,3,4184.0,589,0,0,5269
254,2014-02-26,3,2241.0,220,0,0,2414
255,2014-02-26,3,4628.0,534,0,0,5778
256,2014-02-26,3,9495.0,1462,0,0,8915
257,2014-02-26,3,4043.0,587,0,0,3738
258,2014-02-26,3,4269.0,413,0,0,4508
259,2014-02-26,3,11151.0,2391,0,0,10401
260,2014-02-26,3,5544.0,821,0,0,5754
261,2014-02-26,3,8359.0,743,0,0,9266
262,2014-02-26,3,16506.0,2807,0,0,16474
263,2014-02-26,3,2589.0,270,0,0,3373
264,2014-02-26,3,4897.0,784,0,0,6764
265,2014-02-26,3,3493.0,424,0,0,3428
266,2014-02-26,3,3450.0,504,0,0,2676
267,2014-02-26,3,5665.0,767,0,0,6919
268,2014-02-26,3,3631.0,505,0,0,3313
269,2014-02-26,3,6525.0,1032,0,0,8152
270,2014-02-26,3,7476.0,1032,0,0,6801
271,2014-02-26,3,5612.0,694,0,0,6461
272,2014-02-26,3,4446.0,539,0,0,3857
273,2014-02-26,3,4876.0,599,0,0,5107
274,2014-02-26,3,2990.0,815,0,0,1398
275,2014-02-26,3,6694.0,729,0,0,3633
276,2014-02-26,3,3404.0,480,0,0,2833
277,2014-02-26,3,4870.0,453,0,0,5363
278,2014-02-26,3,5600.0,710,0,0,5367
279,2014-02-26,3,5203.0,474,0,0,9011
280,2014-02-26,3,5702.0,549,0,0,4461
281,2014-02-26,3,4402.0,459,0,0,4046
282,2014-02-26,3,3525.0,597,0,0,3445
283,2014-02-26,3,5676.0,650,0,0,6612
284,2014-02-26,3,3583.0,363,0,0,6479
285,2014-02-26,3,3876.0,429,0,0,4119
286,2014-02-26,3,4097.0,407,0,0,4815
287,2014-02-26,3,6452.0,721,0,0,6670
288,2014-02-26,3,3993.0,307,0,0,4148
289,2014-02-26,3,4843.0,485,0,0,6167
290,2014-02-26,3,6233.0,722,0,0,7408
291,2014-02-26,3,5480.0,660,0,0,6913
292,2014-02-26,3,5108.0,680,0,0,4513
293,2014-02-26,3,4203.0,634,0,0,4338
294,2014-02-26,3,5142.0,766,0,0,5934
295,2014-02-26,3,4367.0,630,0,0,4006
296,2014-02-26,3,5094.0,686,0,0,5464
297,2014-02-26,3,5433.0,653,0,0,5097
298,2014-02-26,3,5591.0,507,0,0,4113
299,2014-02-26,3,4152.0,453,0,0,4161
300,2014-02-26,3,4546.0,668,0,0,4477
301,2014-02-26,3,4945.0,570,0,0,3464
302,2014-02-26,3,2267.0,233,0,0,1761
303,2014-02-26,3,4525.0,590,0,0,4897
304,2014-02-26,3,5193.0,967,0,0,6231
305,2014-02-26,3,3871.0,401,0,0,5332
306,2014-02-26,3,4168.0,479,0,0,4070
307,2014-02-26,3,1640.0,222,0,0,1799
308,2014-02-26,3,6176.0,752,0,0,6989
309,2014-02-26,3,5077.0,539,0,0,5747
310,2014-02-26,3,6569.0,632,0,0,4721
311,2014-02-26,3,5521.0,796,0,0,5046
312,2014-02-26,3,3532.0,395,0,0,3954
313,2014-02-26,3,4848.0,544,0,0,4812
314,2014-02-26,3,4522.0,550,0,0,3550
315,2014-02-26,3,3198.0,415,0,0,3465
316,2014-02-26,3,7033.0,748,0,0,8368
317,2014-02-26,3,4396.0,511,0,0,4550
318,2014-02-26,3,5004.0,528,0,0,5634
319,2014-02-26,3,6700.0,775,0,0,4732
320,2014-02-26,3,11091.0,1755,0,0,11926
321,2014-02-26,3,3568.0,416,0,0,4771
322,2014-02-26,3,3504.0,458,0,0,3333
323,2014-02-26,3,5280.0,501,0,0,3823
324,2014-02-26,3,3955.0,589,0,0,3849
325,2014-02-26,3,4653.0,528,0,0,7483
326,2014-02-26,3,3466.0,319,0,0,3683
327,2014-02-26,3,5613.0,781,0,0,5444
328,2014-02-26,3,4248.0,541,0,0,3152
329,2014-02-26,3,6059.0,606,0,0,5060
330,2014-02-26,3,4022.0,445,0,0,2201
331,2014-02-26,3,5277.0,786,0,0,5799
332,2014-02-26,3,3196.0,474,0,0,3743
333,2014-02-26,3,7770.0,1124,0,0,8409
334,2014-02-26,3,4268.0,512,0,0,4222
335,2014-02-26,3,11860.0,2425,0,0,10511
336,2014-02-26,3,11067.0,1761,0,0,10822
337,2014-02-26,3,3870.0,336,0,0,4375
338,2014-02-26,3,4721.0,481,0,0,4909
339,2014-02-26,3,4835.0,684,0,0,4756
340,2014-02-26,3,4680.0,617,0,0,3618
341,2014-02-26,3,4837.0,713,0,0,3646
342,2014-02-26,3,8744.0,735,0,0,8440
343,2014-02-26,3,5679.0,610,0,0,5128
344,2014-02-26,3,5934.0,913,0,0,8068
345,2014-02-26,3,4342.0,481,0,0,3909
346,2014-02-26,3,6145.0,601,0,0,5053
347,2014-02-26,3,3956.0,346,0,0,4254
348,2014-02-26,3,7674.0,701,0,0,5592
349,2014-02-26,3,6370.0,690,0,0,5748
350,2014-02-26,3,4819.0,397,0,0,3762
351,2014-02-26,3,4775.0,468,0,0,4716
352,2014-02-26,3,4888.0,528,0,0,4908
353,2014-02-26,3,5320.0,1514,0,0,4433
354,2014-02-26,3,5985.0,636,0,0,9286
355,2014-02-26,3,6846.0,930,0,0,7566
356,2014-02-26,3,4642.0,378,0,0,3834
357,2014-02-26,3,5159.0,768,0,0,6496
358,2014-02-26,3,7492.0,973,0,0,8452
359,2014-02-26,3,6819.0,641,0,0,4808
360,2014-02-26,3,5243.0,637,0,0,5565
361,2014-02-26,3,4120.0,452,0,0,3551
362,2014-02-26,3,7147.0,947,0,0,7763
363,2014-02-26,3,5665.0,814,0,0,7009
364,2014-02-26,3,3959.0,522,0,0,3196
365,2014-02-26,3,4049.0,474,0,0,4839
366,2014-02-26,3,4111.0,473,0,0,5326
367,2014-02-26,3,2863.0,382,0,0,5891
368,2014-02-26,3,6991.0,607,0,0,6778
369,2014-02-26,3,4958.0,465,0,0,6275
370,2014-02-26,3,5623.0,519,0,0,5701
371,2014-02-26,3,5075.0,428,0,0,-1242
372,2014-02-26,3,6319.0,632,0,0,6796
373,2014-02-26,3,3808.0,293,0,0,3494
374,2014-02-26,3,5951.0,780,0,0,5265
375,2014-02-26,3,5821.0,532,0,0,5898
376,2014-02-26,3,5791.0,768,0,0,6194
377,2014-02-26,3,5180.0,788,0,0,5759
378,2014-02-26,3,4853.0,839,0,0,5884
379,2014-02-26,3,2744.0,403,0,0,3155
380,2014-02-26,3,11653.0,1246,0,0,10193
381,2014-02-26,3,7596.0,936,0,0,6862
382,2014-02-26,3,5044.0,454,0,0,5930
383,2014-02-26,3,13428.0,1839,0,0,13789
384,2014-02-26,3,6459.0,816,0,0,7455
385,2014-02-26,3,5358.0,519,0,0,7377
386,2014-02-26,3,6220.0,550,0,0,7213
387,2014-02-26,3,8556.0,1226,0,0,8155
388,2014-02-26,3,8215.0,947,0,0,7434
389,2014-02-26,3,8080.0,1185,0,0,8699
390,2014-02-26,3,9755.0,994,0,0,8894
391,2014-02-26,3,4840.0,651,0,0,5847
392,2014-02-26,3,5734.0,666,0,0,5995
393,2014-02-26,3,5729.0,629,0,0,3873
394,2014-02-26,3,5706.0,539,0,0,5223
395,2014-02-26,3,4026.0,558,0,0,2381
396,2014-02-26,3,6676.0,842,0,0,8773
397,2014-02-26,3,4401.0,721,0,0,9114
398,2014-02-26,3,3950.0,476,0,0,3918
399,2014-02-26,3,4049.0,492,0,0,3394
400,2014-02-26,3,5991.0,977,0,0,6284
401,2014-02-26,3,5059.0,552,0,0,4859
402,2014-02-26,3,3181.0,423,0,0,3764
403,2014-02-26,3,7186.0,782,0,0,7404
404,2014-02-26,3,4529.0,604,0,0,4103
405,2014-02-26,3,2725.0,402,0,0,4241
406,2014-02-26,3,4330.0,391,0,0,5426
407,2014-02-26,3,2619.0,243,0,0,2100
408,2014-02-26,3,3167.0,373,0,0,5487
409,2014-02-26,3,4782.0,488,0,0,5064
410,2014-02-26,3,5954.0,818,0,0,6332
411,2014-02-26,3,6931.0,584,0,0,6415
412,2014-02-26,3,6129.0,528,0,0,5770
413,2014-02-26,3,6215.0,876,0,0,5671
414,2014-02-26,3,4918.0,423,0,0,4699
415,2014-02-26,3,5766.0,570,0,0,5365
416,2014-02-26,3,8515.0,1216,0,0,8326
417,2014-02-26,3,6230.0,773,0,0,5452
418,2014-02-26,3,4718.0,565,0,0,4021
419,2014-02-26,3,4034.0,726,0,0,4077
420,2014-02-26,3,3405.0,335,0,0,3500
421,2014-02-26,3,5940.0,684,0,0,6414
422,2014-02-26,3,3719.0,433,0,0,2282
423,2014-02-26,3,7988.0,1525,0,0,9231
424,2014-02-26,3,5183.0,674,0,0,6589
425,2014-02-26,3,3153.0,471,0,0,2322
426,2014-02-26,3,4732.0,680,0,0,4068
427,2014-02-26,3,5414.0,628,0,0,3836
428,2014-02-26,3,5160.0,469,0,0,1063
429,2014-02-26,3,4044.0,377,0,0,3851
430,2014-02-26,3,6532.0,604,0,0,5810
431,2014-02-26,3,7993.0,963,0,0,8000
432,2014-02-26,3,9336.0,1459,0,0,8520
433,2014-02-26,3,4095.0,577,0,0,3297
434,2014-02-26,3,7803.0,619,0,0,7978
435,2014-02-26,3,4205.0,528,0,0,11736
436,2014-02-26,3,4133.0,516,0,0,6110
437,2014-02-26,3,5140.0,617,0,0,6343
438,2014-02-26,3,3400.0,414,0,0,3587
439,2014-02-26,3,4874.0,737,0,0,5581
440,2014-02-26,3,3692.0,512,0,0,3269
441,2014-02-26,3,5498.0,714,0,0,3826
442,2014-02-26,3,2881.0,357,0,0,3463
443,2014-02-26,3,3587.0,362,0,0,4254
444,2014-02-26,3,9280.0,1273,0,0,11849
445,2014-02-26,3,8411.0,1294,0,0,5909
446,2014-02-26,3,4580.0,609,0,0,4866
447,2014-02-26,3,4171.0,548,0,0,4413
448,2014-02-26,3,6947.0,654,0,0,7478
449,2014-02-26,3,8806.0,1393,0,0,7182
450,2014-02-26,3,5800.0,783,0,0,6135
451,2014-02-26,3,3878.0,373,0,0,4718
452,2014-02-26,3,3280.0,346,0,0,4291
453,2014-02-26,3,5333.0,704,0,0,4258
454,2014-02-26,3,4620.0,700,0,0,4539
455,2014-02-26,3,5378.0,372,0,0,4580
456,2014-02-26,3,5152.0,843,0,0,5631
457,2014-02-26,3,3883.0,363,0,0,6453
458,2014-02-26,3,5149.0,528,0,0,5624
459,2014-02-26,3,6702.0,964,0,0,6677
460,2014-02-26,3,2385.0,266,0,0,2963
461,2014-02-26,3,3360.0,384,0,0,5995
462,2014-02-26,3,3538.0,538,0,0,4012
463,2014-02-26,3,5184.0,868,0,0,8338
464,2014-02-26,3,6994.0,939,0,0,6608
465,2014-02-26,3,5284.0,467,0,0,6444
466,2014-02-26,3,6213.0,724,0,0,5908
467,2014-02-26,3,10119.0,1359,0,0,10963
468,2014-02-26,3,5322.0,657,0,0,5753
469,2014-02-26,3,7927.0,1138,0,0,11333
470,2014-02-26,3,11143.0,1746,0,0,10778
471,2014-02-26,3,4427.0,433,0,0,5511
472,2014-02-26,3,3966.0,569,0,0,4450
473,2014-02-26,3,3166.0,512,0,0,1981
474,2014-02-26,3,6030.0,637,0,0,6879
475,2014-02-26,3,5806.0,998,0,0,4484
476,2014-02-26,3,4489.0,561,0,0,4223
477,2014-02-26,3,5429.0,393,0,0,5344
478,2014-02-26,3,5374.0,666,0,0,5970
479,2014-02-26,3,8487.0,1124,0,0,8993
480,2014-02-26,3,4152.0,619,0,0,3042
481,2014-02-26,3,4320.0,405,0,0,4204
482,2014-02-26,3,5568.0,685,0,0,6028
483,2014-02-26,3,3351.0,520,0,0,3413
484,2014-02-26,3,4787.0,562,0,0,4319
485,2014-02-26,3,3514.0,365,0,0,4414
486,2014-02-26,3,3111.0,426,0,0,3226
487,2014-02-26,3,4720.0,497,0,0,5156
488,2014-02-26,3,2757.0,331,0,0,2533
489,2014-02-26,3,5374.0,550,0,0,5174
490,2014-02-26,3,6924.0,965,0,0,7663
491,2014-02-26,3,4850.0,397,0,0,5329
492,2014-02-26,3,5068.0,891,0,0,2887
493,2014-02-26,3,6880.0,738,0,0,6502
494,2014-02-26,3,6520.0,969,0,0,6121
495,2014-02-26,3,3221.0,299,0,0,3573
496,2014-02-26,3,5588.0,670,0,0,6426
497,2014-02-26,3,6889.0,958,0,0,6789
498,2014-02-26,3,5742.0,799,0,0,5770
499,2014-02-26,3,4287.0,649,0,0,2763
500,2014-02-26,3,4209.0,346,0,0,9444
501,2014-02-26,3,4776.0,637,0,0,4948
502,2014-02-26,3,7852.0,1272,0,0,9310
503,2014-02-26,3,4380.0,329,0,0,4139
504,2014-02-26,3,4815.0,812,0,0,5741
505,2014-02-26,3,3586.0,543,0,0,7307
506,2014-02-26,3,6040.0,791,0,0,5318
507,2014-02-26,3,6114.0,539,0,0,6012
508,2014-02-26,3,5297.0,633,0,0,3913
509,2014-02-26,3,4665.0,458,0,0,3928
510,2014-02-26,3,7428.0,914,0,0,6199
511,2014-02-26,3,4512.0,722,0,0,4625
512,2014-02-26,3,4511.0,1222,0,0,5031
513,2014-02-26,3,13243.0,1677,0,0,15426
514,2014-02-26,3,4247.0,527,0,0,4417
515,2014-02-26,3,6220.0,602,0,0,6734
516,2014-02-26,3,4357.0,670,0,0,3791
517,2014-02-26,3,3863.0,486,0,0,6308
518,2014-02-26,3,4446.0,421,0,0,4127
519,2014-02-26,3,3308.0,429,0,0,3229
520,2014-02-26,3,3459.0,371,0,0,1473
521,2014-02-26,3,4938.0,430,0,0,4312
522,2014-02-26,3,5955.0,527,0,0,4821
523,2014-02-26,3,10425.0,1391,0,0,12493
524,2014-02-26,3,6180.0,755,0,0,6982
525,2014-02-26,3,7571.0,746,0,0,7554
526,2014-02-26,3,9348.0,1420,0,0,8840
527,2014-02-26,3,8729.0,889,0,0,8952
528,2014-02-26,3,7812.0,848,0,0,8719
529,2014-02-26,3,5319.0,609,0,0,7400
530,2014-02-26,3,2433.0,360,0,0,1291
531,2014-02-26,3,3675.0,544,0,0,3896
532,2014-02-26,3,14177.0,1804,0,0,8627
533,2014-02-26,3,7576.0,788,0,0,7668
534,2014-02-26,3,4778.0,409,0,0,5903
535,2014-02-26,3,8456.0,1086,0,0,5047
536,2014-02-26,3,6631.0,804,0,0,5655
537,2014-02-26,3,4643.0,566,0,0,4516
538,2014-02-26,3,3118.0,523,0,0,2608
539,2014-02-26,3,8981.0,1005,0,0,8391
540,2014-02-26,3,4052.0,337,0,0,3887
541,2014-02-26,3,5062.0,740,0,0,4885
542,2014-02-26,3,5328.0,504,0,0,3619
543,2014-02-26,3,1728.0,197,0,0,1261
544,2014-02-26,3,10021.0,1525,0,0,10553
545,2014-02-26,3,7896.0,921,0,0,8587
546,2014-02-26,3,10597.0,1407,0,0,9285
547,2014-02-26,3,5064.0,393,0,0,4230
548,2014-02-26,3,3314.0,327,0,0,4950
549,2014-02-26,3,3721.0,532,0,0,3276
550,2014-02-26,3,4631.0,421,0,0,4646
551,2014-02-26,3,5650.0,928,0,0,5497
552,2014-02-26,3,5004.0,556,0,0,5413
553,2014-02-26,3,3972.0,462,0,0,5378
554,2014-02-26,3,3797.0,528,0,0,3449
