Store,Date,DayOfWeek,Sales,Customers,Promo,mean_Promo,POST_Promo,POST_Sales
109,2014-02-26,3,4761.0,619,0,0.0008984725965858042,0,4457
110,2014-02-26,3,3515.0,538,0,0.0008984725965858042,0,3868
111,2014-02-26,3,4861.0,456,0,0.0008984725965858042,0,4984
112,2014-02-26,3,5638.0,737,0,0.0008984725965858042,0,4185
113,2014-02-26,3,6064.0,649,0,0.0008984725965858042,0,7060
114,2014-02-26,3,4513.0,598,0,0.0008984725965858042,0,4711
115,2014-02-26,3,5366.0,472,0,0.0008984725965858042,0,6741
116,2014-02-26,3,5536.0,666,0,0.0008984725965858042,0,4859
117,2014-02-26,3,3536.0,497,0,0.0008984725965858042,0,1417
118,2014-02-26,3,5296.0,505,0,0.0008984725965858042,0,7283
119,2014-02-26,3,5083.0,651,0,0.0008984725965858042,0,4344
120,2014-02-26,3,5108.0,539,0,0.0008984725965858042,0,6083
121,2014-02-26,3,3522.0,429,0,0.0008984725965858042,0,2955
122,2014-02-26,3,4451.0,601,0,0.0008984725965858042,0,4402
123,2014-02-26,3,6196.0,877,0,0.0008984725965858042,0,6474
124,2014-02-26,3,3528.0,504,0,0.0008984725965858042,0,123
125,2014-02-26,3,9417.0,1428,0,0.0008984725965858042,0,9169
126,2014-02-26,3,5594.0,608,0,0.0008984725965858042,0,4251
127,2014-02-26,3,4156.0,530,0,0.0008984725965858042,0,4295
128,2014-02-26,3,5305.0,499,0,0.0008984725965858042,0,5936
129,2014-02-26,3,6957.0,1027,0,0.0008984725965858042,0,6600
130,2014-02-26,3,4371.0,550,0,0.0008984725965858042,0,2432
131,2014-02-26,3,5142.0,626,0,0.0008984725965858042,0,3931
132,2014-02-26,3,4787.0,514,0,0.0008984725965858042,0,5480
133,2014-02-26,3,4578.0,608,0,0.0008984725965858042,0,4927
134,2014-02-26,3,4350.0,470,0,0.0008984725965858042,0,5662
135,2014-02-26,3,4278.0,423,0,0.0008984725965858042,0,4698
136,2014-02-26,3,3972.0,364,0,0.0008984725965858042,0,4347
137,2014-02-26,3,6768.0,883,0,0.0008984725965858042,0,6376
138,2014-02-26,3,5471.0,591,0,0.0008984725965858042,0,5719
139,2014-02-26,3,5234.0,474,0,0.0008984725965858042,0,6403
140,2014-02-26,3,6592.0,944,0,0.0008984725965858042,0,5771
141,2014-02-26,3,3943.0,496,0,0.0008984725965858042,0,3643
142,2014-02-26,3,5578.0,730,0,0.0008984725965858042,0,3363
143,2014-02-26,3,4510.0,462,0,0.0008984725965858042,0,5128
144,2014-02-26,3,6034.0,630,0,0.0008984725965858042,0,5502
145,2014-02-26,3,6117.0,1054,0,0.0008984725965858042,0,7623
146,2014-02-26,3,5488.0,604,0,0.0008984725965858042,0,5232
147,2014-02-26,3,5673.0,716,0,0.0008984725965858042,0,6534
148,2014-02-26,3,6997.0,733,0,0.0008984725965858042,0,6329
149,2014-02-26,3,4272.0,453,0,0.0008984725965858042,0,4683
150,2014-02-26,3,6410.0,645,0,0.0008984725965858042,0,5420
151,2014-02-26,3,4601.0,519,0,0.0008984725965858042,0,4862
152,2014-02-26,3,5342.0,728,0,0.0008984725965858042,0,5463
153,2014-02-26,3,5042.0,605,0,0.0008984725965858042,0,4237
154,2014-02-26,3,5854.0,579,0,0.0008984725965858042,0,6687
155,2014-02-26,3,4500.0,522,0,0.0008984725965858042,0,5263
156,2014-02-26,3,5164.0,627,0,0.0008984725965858042,0,5025
157,2014-02-26,3,8413.0,1003,0,0.0008984725965858042,0,7138
158,2014-02-26,3,6247.0,403,0,0.0008984725965858042,0,7931
159,2014-02-26,3,5354.0,533,0,0.0008984725965858042,0,6475
160,2014-02-26,3,3597.0,418,0,0.0008984725965858042,0,5283
161,2014-02-26,3,6859.0,903,0,0.0008984725965858042,0,6049
162,2014-02-26,3,4850.0,400,0,0.0008984725965858042,0,6401
163,2014-02-26,3,6104.0,816,0,0.0008984725965858042,0,5011
164,2014-02-26,3,4708.0,578,0,0.0008984725965858042,0,6326
165,2014-02-26,3,3987.0,421,0,0.0008984725965858042,0,5443
166,2014-02-26,3,4604.0,708,0,0.0008984725965858042,0,2671
167,2014-02-26,3,6265.0,906,0,0.0008984725965858042,0,6039
168,2014-02-26,3,5894.0,661,0,0.0008984725965858042,0,5835
169,2014-02-26,3,5701.0,666,0,0.0008984725965858042,0,6266
170,2014-02-26,3,4612.0,551,0,0.0008984725965858042,0,3374
171,2014-02-26,3,6116.0,762,0,0.0008984725965858042,0,6168
172,2014-02-26,3,5790.0,791,0,0.0008984725965858042,0,5271
173,2014-02-26,3,5906.0,886,0,0.0008984725965858042,0,5951
174,2014-02-26,3,5028.0,438,0,0.0008984725965858042,0,5210
175,2014-02-26,3,4447.0,603,0,0.0008984725965858042,0,7325
176,2014-02-26,3,3842.0,571,0,0.0008984725965858042,0,4349
177,2014-02-26,3,3615.0,500,0,0.0008984725965858042,0,3386
178,2014-02-26,3,7294.0,754,0,0.0008984725965858042,0,6532
179,2014-02-26,3,5316.0,797,0,0.0008984725965858042,0,6304
180,2014-02-26,3,5436.0,713,0,0.0008984725965858042,0,5541
181,2014-02-26,3,4476.0,569,0,0.0008984725965858042,0,6313
182,2014-02-26,3,3877.0,354,0,0.0008984725965858042,0,4149
183,2014-02-26,3,3601.0,533,0,0.0008984725965858042,0,4107
184,2014-02-26,3,5873.0,628,0,0.0008984725965858042,0,5194
185,2014-02-26,3,4741.0,395,0,0.0008984725965858042,0,5716
186,2014-02-26,3,2692.0,319,0,0.0008984725965858042,0,3191
187,2014-02-26,3,4854.0,701,0,0.0008984725965858042,0,4215
188,2014-02-26,3,3505.0,367,0,0.0008984725965858042,0,3889
189,2014-02-26,3,8752.0,887,0,0.0008984725965858042,0,5915
190,2014-02-26,3,5675.0,628,0,0.0008984725965858042,0,5938
191,2014-02-26,3,5442.0,657,0,0.0008984725965858042,0,3796
192,2014-02-26,3,5637.0,442,0,0.0008984725965858042,0,5413
193,2014-02-26,3,4119.0,741,0,0.0008984725965858042,0,4659
194,2014-02-26,3,4135.0,425,0,0.0008984725965858042,0,4271
195,2014-02-26,3,10639.0,1457,0,0.0008984725965858042,0,7966
196,2014-02-26,3,3740.0,609,0,0.0008984725965858042,0,3751
197,2014-02-26,3,5033.0,734,0,0.0008984725965858042,0,5127
198,2014-02-26,3,1574.0,219,0,0.0008984725965858042,0,1854
199,2014-02-26,3,5836.0,543,0,0.0008984725965858042,0,6549
200,2014-02-26,3,7926.0,1049,0,0.0008984725965858042,0,6484
201,2014-02-26,3,4842.0,517,0,0.0008984725965858042,0,6009
202,2014-02-26,3,5017.0,446,0,0.0008984725965858042,0,3743
203,2014-02-26,3,5881.0,874,0,0.0008984725965858042,0,5422
204,2014-02-26,3,5301.0,497,0,0.0008984725965858042,0,4082
205,2014-02-26,3,4412.0,728,0,0.0008984725965858042,0,4871
206,2014-02-26,3,5645.0,711,0,0.0008984725965858042,0,5592
207,2014-02-26,3,8418.0,1171,0,0.0008984725965858042,0,10508
208,2014-02-26,3,2294.0,337,0,0.0008984725965858042,0,1533
209,2014-02-26,3,4207.0,480,0,0.0008984725965858042,0,5328
210,2014-02-26,3,2609.0,270,0,0.0008984725965858042,0,2844
211,2014-02-26,3,11255.0,1409,0,0.0008984725965858042,0,9876
212,2014-02-26,3,4171.0,472,0,0.0008984725965858042,0,2564
213,2014-02-26,3,6671.0,586,0,0.0008984725965858042,0,6768
214,2014-02-26,3,9005.0,791,0,0.0008984725965858042,0,7057
215,2014-02-26,3,4200.0,381,0,0.0008984725965858042,0,6228
216,2014-02-26,3,6342.0,879,0,0.0008984725965858042,0,5539
217,2014-02-26,3,3568.0,539,0,0.0008984725965858042,0,2517
218,2014-02-26,3,4583.0,679,0,0.0008984725965858042,0,3630
219,2014-02-26,3,3091.0,454,0,0.0008984725965858042,0,2498
220,2014-02-26,3,4636.0,677,0,0.0008984725965858042,0,2840
221,2014-02-26,3,3609.0,392,0,0.0008984725965858042,0,4339
222,2014-02-26,3,4315.0,528,0,0.0008984725965858042,0,4826
223,2014-02-26,3,5159.0,635,0,0.0008984725965858042,0,4428
224,2014-02-26,3,4689.0,391,0,0.0008984725965858042,0,3983
225,2014-02-26,3,3491.0,429,0,0.0008984725965858042,0,3989
226,2014-02-26,3,5456.0,608,0,0.0008984725965858042,0,4823
227,2014-02-26,3,6336.0,667,0,0.0008984725965858042,0,4178
228,2014-02-26,3,5301.0,453,0,0.0008984725965858042,0,8786
229,2014-02-26,3,6370.0,640,0,0.0008984725965858042,0,6209
230,2014-02-26,3,5851.0,794,0,0.0008984725965858042,0,6624
231,2014-02-26,3,3190.0,303,0,0.0008984725965858042,0,2798
232,2014-02-26,3,1939.0,235,0,0.0008984725965858042,0,1339
233,2014-02-26,3,7343.0,899,0,0.0008984725965858042,0,7913
234,2014-02-26,3,7571.0,817,0,0.0008984725965858042,0,6180
235,2014-02-26,3,3908.0,394,0,0.0008984725965858042,0,5202
236,2014-02-26,3,5727.0,816,0,0.0008984725965858042,0,6196
237,2014-02-26,3,3939.0,549,0,0.0008984725965858042,0,2996
238,2014-02-26,3,7210.0,1126,0,0.0008984725965858042,0,5449
239,2014-02-26,3,3523.0,423,0,0.0008984725965858042,0,4754
240,2014-02-26,3,4226.0,439,0,0.0008984725965858042,0,4512
241,2014-02-26,3,4944.0,613,0,0.0008984725965858042,0,6812
242,2014-02-26,3,2288.0,244,0,0.0008984725965858042,0,3467
243,2014-02-26,3,4977.0,720,0,0.0008984725965858042,0,8237
244,2014-02-26,3,3321.0,419,0,0.0008984725965858042,0,4224
245,2014-02-26,3,7821.0,994,0,0.0008984725965858042,0,8290
246,2014-02-26,3,5514.0,813,0,0.0008984725965858042,0,4958
247,2014-02-26,3,5143.0,468,0,0.0008984725965858042,0,6768
248,2014-02-26,3,6185.0,891,0,0.0008984725965858042,0,6772
249,2014-02-26,3,3737.0,441,0,0.0008984725965858042,0,4677
250,2014-02-26,3,5867.0,532,0,0.0008984725965858042,0,6369
251,2014-02-26,3,14253.0,2061,0,0.0008984725965858042,0,15656
252,2014-02-26,3,8287.0,762,0,0.0008984725965858042,0,9068
253,2014-02-26,3,4184.0,589,0,0.0008984725965858042,0,5048
254,2014-02-26,3,2241.0,220,0,0.0008984725965858042,0,2056
255,2014-02-26,3,4628.0,534,0,0.0008984725965858042,0,5815
256,2014-02-26,3,9495.0,1462,0,0.0008984725965858042,0,8370
257,2014-02-26,3,4043.0,587,0,0.0008984725965858042,0,2614
258,2014-02-26,3,4269.0,413,0,0.0008984725965858042,0,3881
259,2014-02-26,3,11151.0,2391,0,0.0008984725965858042,0,10621
260,2014-02-26,3,5544.0,821,0,0.0008984725965858042,0,2922
261,2014-02-26,3,8359.0,743,0,0.0008984725965858042,0,10092
262,2014-02-26,3,16506.0,2807,0,0.0008984725965858042,0,17941
263,2014-02-26,3,2589.0,270,0,0.0008984725965858042,0,3490
264,2014-02-26,3,4897.0,784,0,0.0008984725965858042,0,5464
265,2014-02-26,3,3493.0,424,0,0.0008984725965858042,0,4184
266,2014-02-26,3,3450.0,504,0,0.0008984725965858042,0,3416
267,2014-02-26,3,5665.0,767,0,0.0008984725965858042,0,6463
268,2014-02-26,3,3631.0,505,0,0.0008984725965858042,0,3060
269,2014-02-26,3,6525.0,1032,0,0.0008984725965858042,0,8098
270,2014-02-26,3,7476.0,1032,0,0.0008984725965858042,0,8151
271,2014-02-26,3,5612.0,694,0,0.0008984725965858042,0,6220
272,2014-02-26,3,4446.0,539,0,0.0008984725965858042,0,5743
273,2014-02-26,3,4876.0,599,0,0.0008984725965858042,0,4909
274,2014-02-26,3,2990.0,815,0,0.0008984725965858042,0,4437
275,2014-02-26,3,6694.0,729,0,0.0008984725965858042,0,9706
276,2014-02-26,3,3404.0,480,0,0.0008984725965858042,0,1295
277,2014-02-26,3,4870.0,453,0,0.0008984725965858042,0,5156
278,2014-02-26,3,5600.0,710,0,0.0008984725965858042,0,6037
279,2014-02-26,3,5203.0,474,0,0.0008984725965858042,0,6616
280,2014-02-26,3,5702.0,549,0,0.0008984725965858042,0,4180
281,2014-02-26,3,4402.0,459,0,0.0008984725965858042,0,4664
282,2014-02-26,3,3525.0,597,0,0.0008984725965858042,0,3720
283,2014-02-26,3,5676.0,650,0,0.0008984725965858042,0,5401
284,2014-02-26,3,3583.0,363,0,0.0008984725965858042,0,3406
285,2014-02-26,3,3876.0,429,0,0.0008984725965858042,0,3845
286,2014-02-26,3,4097.0,407,0,0.0008984725965858042,0,3276
287,2014-02-26,3,6452.0,721,0,0.0008984725965858042,0,5659
288,2014-02-26,3,3993.0,307,0,0.0008984725965858042,0,4863
289,2014-02-26,3,4843.0,485,0,0.0008984725965858042,0,4428
290,2014-02-26,3,6233.0,722,0,0.0008984725965858042,0,6067
291,2014-02-26,3,5480.0,660,0,0.0008984725965858042,0,6236
292,2014-02-26,3,5108.0,680,0,0.0008984725965858042,0,3957
293,2014-02-26,3,4203.0,634,0,0.0008984725965858042,0,4126
294,2014-02-26,3,5142.0,766,0,0.0008984725965858042,0,4729
295,2014-02-26,3,4367.0,630,0,0.0008984725965858042,0,3741
296,2014-02-26,3,5094.0,686,0,0.0008984725965858042,0,4568
297,2014-02-26,3,5433.0,653,0,0.0008984725965858042,0,5848
298,2014-02-26,3,5591.0,507,0,0.0008984725965858042,0,7949
299,2014-02-26,3,4152.0,453,0,0.0008984725965858042,0,3957
300,2014-02-26,3,4546.0,668,0,0.0008984725965858042,0,5552
301,2014-02-26,3,4945.0,570,0,0.0008984725965858042,0,4558
302,2014-02-26,3,2267.0,233,0,0.0008984725965858042,0,1910
303,2014-02-26,3,4525.0,590,0,0.0008984725965858042,0,5024
304,2014-02-26,3,5193.0,967,0,0.0008984725965858042,0,5818
305,2014-02-26,3,3871.0,401,0,0.0008984725965858042,0,3134
306,2014-02-26,3,4168.0,479,0,0.0008984725965858042,0,3334
307,2014-02-26,3,1640.0,222,0,0.0008984725965858042,0,1819
308,2014-02-26,3,6176.0,752,0,0.0008984725965858042,0,6532
309,2014-02-26,3,5077.0,539,0,0.0008984725965858042,0,4896
310,2014-02-26,3,6569.0,632,0,0.0008984725965858042,0,8364
311,2014-02-26,3,5521.0,796,0,0.0008984725965858042,0,6632
312,2014-02-26,3,3532.0,395,0,0.0008984725965858042,0,4368
313,2014-02-26,3,4848.0,544,0,0.0008984725965858042,0,5281
314,2014-02-26,3,4522.0,550,0,0.0008984725965858042,0,4082
315,2014-02-26,3,3198.0,415,0,0.0008984725965858042,0,4151
316,2014-02-26,3,7033.0,748,0,0.0008984725965858042,0,8261
317,2014-02-26,3,4396.0,511,0,0.0008984725965858042,0,3219
318,2014-02-26,3,5004.0,528,0,0.0008984725965858042,0,5715
319,2014-02-26,3,6700.0,775,0,0.0008984725965858042,0,5869
320,2014-02-26,3,11091.0,1755,0,0.0008984725965858042,0,11972
321,2014-02-26,3,3568.0,416,0,0.0008984725965858042,0,3371
322,2014-02-26,3,3504.0,458,0,0.0008984725965858042,0,4105
323,2014-02-26,3,5280.0,501,0,0.0008984725965858042,0,6335
324,2014-02-26,3,3955.0,589,0,0.0008984725965858042,0,5295
325,2014-02-26,3,4653.0,528,0,0.0008984725965858042,0,4656
326,2014-02-26,3,3466.0,319,0,0.0008984725965858042,0,4364
327,2014-02-26,3,5613.0,781,0,0.0008984725965858042,0,5112
328,2014-02-26,3,4248.0,541,0,0.0008984725965858042,0,3213
329,2014-02-26,3,6059.0,606,0,0.0008984725965858042,0,6253
330,2014-02-26,3,4022.0,445,0,0.0008984725965858042,0,3958
331,2014-02-26,3,5277.0,786,0,0.0008984725965858042,0,4137
332,2014-02-26,3,3196.0,474,0,0.0008984725965858042,0,1812
333,2014-02-26,3,7770.0,1124,0,0.0008984725965858042,0,6977
334,2014-02-26,3,4268.0,512,0,0.0008984725965858042,0,4562
335,2014-02-26,3,11860.0,2425,0,0.0008984725965858042,0,11704
336,2014-02-26,3,11067.0,1761,0,0.0008984725965858042,0,11564
337,2014-02-26,3,3870.0,336,0,0.0008984725965858042,0,4340
338,2014-02-26,3,4721.0,481,0,0.0008984725965858042,0,4934
339,2014-02-26,3,4835.0,684,0,0.0008984725965858042,0,5349
340,2014-02-26,3,4680.0,617,0,0.0008984725965858042,0,5104
341,2014-02-26,3,4837.0,713,0,0.0008984725965858042,0,3907
342,2014-02-26,3,8744.0,735,0,0.0008984725965858042,0,8205
343,2014-02-26,3,5679.0,610,0,0.0008984725965858042,0,5550
344,2014-02-26,3,5934.0,913,0,0.0008984725965858042,0,6175
345,2014-02-26,3,4342.0,481,0,0.0008984725965858042,0,3580
346,2014-02-26,3,6145.0,601,0,0.0008984725965858042,0,5792
347,2014-02-26,3,3956.0,346,0,0.0008984725965858042,0,3751
348,2014-02-26,3,7674.0,701,0,0.0008984725965858042,0,7999
349,2014-02-26,3,6370.0,690,0,0.0008984725965858042,0,6001
350,2014-02-26,3,4819.0,397,0,0.0008984725965858042,0,4287
351,2014-02-26,3,4775.0,468,0,0.0008984725965858042,0,3351
352,2014-02-26,3,4888.0,528,0,0.0008984725965858042,0,4405
353,2014-02-26,3,5320.0,1514,0,0.0008984725965858042,0,5357
354,2014-02-26,3,5985.0,636,0,0.0008984725965858042,0,5921
355,2014-02-26,3,6846.0,930,0,0.0008984725965858042,0,6771
356,2014-02-26,3,4642.0,378,0,0.0008984725965858042,0,3745
357,2014-02-26,3,5159.0,768,0,0.0008984725965858042,0,5620
358,2014-02-26,3,7492.0,973,0,0.0008984725965858042,0,8418
359,2014-02-26,3,6819.0,641,0,0.0008984725965858042,0,5777
360,2014-02-26,3,5243.0,637,0,0.0008984725965858042,0,4691
361,2014-02-26,3,4120.0,452,0,0.0008984725965858042,0,2190
362,2014-02-26,3,7147.0,947,0,0.0008984725965858042,0,7598
363,2014-02-26,3,5665.0,814,0,0.0008984725965858042,0,6208
364,2014-02-26,3,3959.0,522,0,0.0008984725965858042,0,3648
365,2014-02-26,3,4049.0,474,0,0.0008984725965858042,0,3420
366,2014-02-26,3,4111.0,473,0,0.0008984725965858042,0,4843
367,2014-02-26,3,2863.0,382,0,0.0008984725965858042,0,5332
368,2014-02-26,3,6991.0,607,0,0.0008984725965858042,0,7188
369,2014-02-26,3,4958.0,465,0,0.0008984725965858042,0,5666
370,2014-02-26,3,5623.0,519,0,0.0008984725965858042,0,6165
371,2014-02-26,3,5075.0,428,0,0.0008984725965858042,0,4508
372,2014-02-26,3,6319.0,632,0,0.0008984725965858042,0,6321
373,2014-02-26,3,3808.0,293,0,0.0008984725965858042,0,2876
374,2014-02-26,3,5951.0,780,0,0.0008984725965858042,0,5005
375,2014-02-26,3,5821.0,532,0,0.0008984725965858042,0,6591
376,2014-02-26,3,5791.0,768,0,0.0008984725965858042,0,6514
377,2014-02-26,3,5180.0,788,0,0.0008984725965858042,0,5904
378,2014-02-26,3,4853.0,839,0,0.0008984725965858042,0,5107
379,2014-02-26,3,2744.0,403,0,0.0008984725965858042,0,5634
380,2014-02-26,3,11653.0,1246,0,0.0008984725965858042,0,11779
381,2014-02-26,3,7596.0,936,0,0.0008984725965858042,0,6438
382,2014-02-26,3,5044.0,454,0,0.0008984725965858042,0,4982
383,2014-02-26,3,13428.0,1839,0,0.0008984725965858042,0,13636
384,2014-02-26,3,6459.0,816,0,0.0008984725965858042,0,6734
385,2014-02-26,3,5358.0,519,0,0.0008984725965858042,0,6890
386,2014-02-26,3,6220.0,550,0,0.0008984725965858042,0,7875
387,2014-02-26,3,8556.0,1226,0,0.0008984725965858042,0,7169
388,2014-02-26,3,8215.0,947,0,0.0008984725965858042,0,8373
389,2014-02-26,3,8080.0,1185,0,0.0008984725965858042,0,9606
390,2014-02-26,3,9755.0,994,0,0.0008984725965858042,0,10098
391,2014-02-26,3,4840.0,651,0,0.0008984725965858042,0,3302
392,2014-02-26,3,5734.0,666,0,0.0008984725965858042,0,5598
393,2014-02-26,3,5729.0,629,0,0.0008984725965858042,0,4674
394,2014-02-26,3,5706.0,539,0,0.0008984725965858042,0,5939
395,2014-02-26,3,4026.0,558,0,0.0008984725965858042,0,2891
396,2014-02-26,3,6676.0,842,0,0.0008984725965858042,0,7342
