fip,age,race,year,sex,totpop,ir,crack,alcohol,income,ur,poverty,repeal,acc,wht,male,lnr,t,younger,fa,pi,bf15
1,25,2,1987,1,84003,585.25726,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,8.230604,3,0,2.0,0,0
1,35,1,1987,2,213875,92.31664,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,3.0204248,3,0,,0,0
1,35,2,1987,1,71907,302.7694,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,6.9365373,3,0,,0,0
1,20,2,1987,2,88711,433.64362,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,8.709878,3,0,,0,0
1,30,2,1987,2,81734,422.26306,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,6.9821205,3,0,,0,0
1,40,1,1987,2,194131,90.12841,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,2.2192035,3,0,,0,0
1,35,1,1987,1,213875,92.31664,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,1,3.4339871,3,0,,0,0
1,15,1,1987,2,224662,64.26333,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,6.280021,3,1,1.0,1,0
1,40,2,1987,2,52967,274.25726,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,5.2673426,3,0,,0,0
1,40,2,1987,1,52967,274.25726,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,6.0385866,3,0,,0,0
1,40,1,1987,1,194131,90.12841,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,1,2.442347,3,0,,0,0
1,35,2,1987,2,71907,302.7694,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,5.9646072,3,0,,0,0
1,25,2,1987,2,84003,585.25726,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,7.885781,3,0,2.0,0,0
1,15,2,1987,1,106496,123.08688,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,8.183174,3,1,1.0,1,0
1,30,1,1987,2,235641,117.834564,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,4.25703,3,0,,0,0
1,25,1,1987,2,245452,107.90026,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,5.1532917,3,0,2.0,0,0
1,20,2,1987,1,88711,433.64362,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,8.7901325,3,0,,0,0
1,20,1,1987,2,237623,109.21004,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,0,6.1036763,3,0,,0,0
1,30,2,1987,1,81734,422.26306,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,1,7.635207,3,0,,0,0
1,15,1,1987,1,224662,64.26333,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,1,5.003275,3,1,1.0,1,0
1,25,1,1987,1,245452,107.90026,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,1,1,4.977423,3,0,2.0,0,0
1,15,2,1987,2,106496,123.08688,0.2113712,1.89,12826.0,7.65,21.3,0,3.4984097,0,0,8.658537,3,1,1.0,1,1
1,40,2,1988,2,54461,311.6544,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,4.904534,4,0,,0,0
1,40,2,1988,1,54461,311.6544,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,6.261492,4,0,,0,0
1,20,1,1988,2,229380,113.39666,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,5.6646953,4,0,,0,0
1,40,1,1988,2,199631,100.16228,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,0.6931472,4,0,,0,0
1,20,2,1988,1,85634,455.02762,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,8.674914,4,0,,0,0
1,40,1,1988,1,199631,100.16228,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,2.4069452,4,0,,0,0
1,35,1,1988,2,216801,101.03876,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,3.4111476,4,0,,0,0
1,35,2,1988,1,72891,332.526,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,7.0498624,4,0,,0,0
1,30,1,1988,2,238250,125.48775,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,4.2209773,4,0,,0,0
1,25,1,1988,2,241953,114.23033,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,4.6558633,4,0,2.0,0,0
1,30,1,1988,1,238250,125.48775,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,3.8836236,4,0,,0,0
1,15,1,1988,1,222007,70.70036,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,4.643429,4,1,1.0,1,0
1,35,1,1988,1,216801,101.03876,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,3.254243,4,0,,0,0
1,20,1,1988,1,229380,113.39666,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,5.137562,4,0,,0,0
1,30,2,1988,1,82647,447.65674,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,7.603848,4,0,,0,0
1,25,1,1988,1,241953,114.23033,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,1,4.59512,4,0,2.0,0,0
1,35,2,1988,2,72891,332.526,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,5.7097645,4,0,,0,0
1,15,2,1988,2,105238,134.3163,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,8.722515,4,1,1.0,1,1
1,25,2,1988,2,82814,620.9158,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,7.707872,4,0,2.0,0,0
1,30,2,1988,2,82647,447.65674,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,6.819689,4,0,,0,0
1,15,2,1988,1,105238,134.3163,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,8.260467,4,1,1.0,1,0
1,25,2,1988,1,82814,620.9158,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,1,8.130059,4,0,2.0,0,0
1,20,2,1988,2,85634,455.02762,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,0,0,8.492019,4,0,,0,0
1,15,1,1988,2,222007,70.70036,0.5597811,1.89,13698.0,6.9166665,19.3,0,6.2565465,1,0,5.968452,4,1,1.0,1,0
1,20,2,1989,1,82978,476.4116,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,8.860669,5,0,,0,0
1,30,1,1989,2,239284,133.14091,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,3.6913762,5,0,,0,0
1,40,1,1989,1,207509,110.19614,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,2.6100698,5,0,,0,0
1,15,1,1989,2,217195,77.1374,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,5.696422,5,1,1.0,1,0
1,20,2,1989,2,82978,476.4116,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,8.648853,5,0,,0,0
1,15,2,1989,1,102956,145.54572,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,8.536721,5,1,1.0,1,0
1,30,2,1989,1,83020,473.05035,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,8.020731,5,0,,0,0
1,20,1,1989,2,222272,117.58329,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,5.545568,5,0,,0,0
1,20,1,1989,1,222272,117.58329,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,4.85515,5,0,,0,0
1,35,1,1989,2,220345,109.76087,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,2.8449094,5,0,,0,0
1,15,2,1989,2,102956,145.54572,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,8.691399,5,1,1.0,1,1
1,40,2,1989,2,56600,349.0515,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,5.149237,5,0,,0,0
1,30,2,1989,2,83020,473.05035,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,7.2074156,5,0,,0,0
1,25,1,1989,1,237417,120.56042,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,4.4920015,5,0,2.0,0,0
1,40,1,1989,2,207509,110.19614,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,1.3350011,5,0,,0,0
1,35,2,1989,1,74080,362.28256,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,7.548925,5,0,,0,0
1,15,1,1989,1,217195,77.1374,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,4.3013587,5,1,1.0,1,0
1,25,2,1989,2,81262,656.5742,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,8.095111,5,0,2.0,0,0
1,25,2,1989,1,81262,656.5742,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,8.503824,5,0,2.0,0,0
1,35,1,1989,1,220345,109.76087,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,3.4339871,5,0,,0,0
1,35,2,1989,2,74080,362.28256,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,0,6.3006024,5,0,,0,0
1,25,1,1989,2,237417,120.56042,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,0,4.697749,5,0,2.0,0,0
1,40,2,1989,1,56600,349.0515,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,0,1,6.966307,5,0,,0,0
1,30,1,1989,1,239284,133.14091,0.7218242,1.87,14865.0,6.616667,18.9,0,9.422949,1,1,3.7328963,5,0,,0,0
1,35,1,1990,1,227103,118.48299,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,3.2771447,6,0,,0,0
1,20,2,1990,1,82540,497.7956,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,8.961456,6,0,,0,0
1,30,2,1990,1,83572,498.44397,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,8.069311,6,0,,0,0
1,30,2,1990,2,83572,498.44397,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,7.336807,6,0,,0,0
1,20,2,1990,2,82540,497.7956,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,8.712332,6,0,,0,0
1,20,1,1990,1,222006,121.769905,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,4.797442,6,0,,0,0
1,35,2,1990,1,76044,392.03915,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,7.539984,6,0,,0,0
1,35,2,1990,2,76044,392.03915,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,6.378426,6,0,,0,0
1,25,1,1990,1,233591,126.890495,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,4.356709,6,0,2.0,0,0
1,40,2,1990,1,58999,386.4486,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,7.101264,6,0,,0,0
1,25,1,1990,2,233591,126.890495,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,5.0369525,6,0,2.0,0,0
1,25,2,1990,2,80227,692.2327,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,8.093584,6,0,2.0,0,0
1,30,1,1990,1,241595,140.79407,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,3.8199077,6,0,,0,0
1,40,1,1990,2,218459,120.23001,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,1.856298,6,0,,0,0
1,15,1,1990,2,212498,83.57444,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,5.6927214,6,1,1.0,1,0
1,15,2,1990,1,100568,156.77515,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,8.559083,6,1,1.0,1,0
1,15,1,1990,1,212498,83.57444,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,4.3820267,6,1,1.0,1,0
1,25,2,1990,1,80227,692.2327,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,1,8.503682,6,0,2.0,0,0
1,40,1,1990,1,218459,120.23001,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,1,2.3125355,6,0,,0,0
1,40,2,1990,2,58999,386.4486,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,5.7021146,6,0,,0,0
1,35,1,1990,2,227103,118.48299,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,3.1267605,6,0,,0,0
1,15,2,1990,2,100568,156.77515,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,0,0,8.729364,6,1,1.0,1,1
1,20,1,1990,2,222006,121.769905,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,5.569489,6,0,,0,0
1,30,1,1990,2,241595,140.79407,0.5094361,1.92,15723.0,6.3333335,19.2,0,12.941568,1,0,4.0306945,6,0,,0,0
1,35,1,1991,2,232500,122.4509,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,3.1045866,7,0,,0,0
1,20,1,1991,2,228113,125.52575,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,5.3692417,7,0,,0,0
1,40,1,1991,1,227830,126.95701,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,,7,0,,0,0
1,30,1,1991,1,243421,147.42847,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,3.673766,7,0,,0,0
1,35,2,1991,1,79474,443.513,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,8.029498,7,0,,0,0
1,30,1,1991,2,243421,147.42847,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,3.830813,7,0,,0,0
1,25,2,1991,2,79389,724.59314,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,7.922551,7,0,2.0,0,0
1,20,2,1991,2,84668,552.81366,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,8.552908,7,0,,0,0
1,20,2,1991,1,84668,552.81366,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,9.009044,7,0,,0,0
1,20,1,1991,1,228113,125.52575,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,4.314818,7,0,,0,0
1,40,2,1991,2,64113,406.58493,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,,7,0,,0,0
1,30,2,1991,2,82935,543.1291,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,7.222347,7,0,,0,0
1,35,2,1991,2,79474,443.513,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,6.5533633,7,0,,0,0
1,40,2,1991,1,64113,406.58493,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,,7,0,,0,0
1,25,1,1991,1,228147,134.47876,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,4.189655,7,0,2.0,0,0
1,25,2,1991,1,79389,724.59314,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,8.51035,7,0,2.0,0,0
1,35,1,1991,1,232500,122.4509,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,3.9454577,7,0,,0,0
1,15,1,1991,2,204119,85.81561,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,5.476045,7,1,1.0,1,0
1,15,2,1991,2,100595,176.99,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,0,8.5542965,7,1,1.0,1,1
1,40,1,1991,2,227830,126.95701,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,,7,0,,0,0
1,15,1,1991,1,204119,85.81561,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,1,4.146304,7,1,1.0,1,0
1,15,2,1991,1,100595,176.99,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,8.686902,7,1,1.0,1,0
1,30,2,1991,1,82935,543.1291,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,0,1,8.054618,7,0,,0,0
1,25,1,1991,2,228147,134.47876,0.8582038,1.76,16406.0,6.875,18.8,0,16.902405,1,0,4.7140245,7,0,2.0,0,0
1,35,2,1992,2,82786,494.98688,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,6.4238963,8,0,,0,0
1,20,1,1992,1,231067,129.28159,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,4.3795238,8,0,,0,0
1,20,2,1992,2,88363,607.8318,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,8.33226,8,0,,0,0
1,25,1,1992,2,223015,142.06703,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,4.592085,8,0,2.0,0,0
1,15,1,1992,2,200866,88.05679,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,5.550631,8,1,1.0,1,0
1,25,1,1992,1,223015,142.06703,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,4.1728477,8,0,2.0,0,0
1,40,2,1992,2,68021,426.72128,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,,8,0,,0,0
1,40,2,1992,1,68021,426.72128,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,,8,0,,0,0
1,40,1,1992,1,224018,133.684,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,,8,0,,0,0
1,30,2,1992,1,82559,587.8142,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,7.890358,8,0,,0,0
1,40,1,1992,2,224018,133.684,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,,8,0,,0,0
1,15,2,1992,1,102094,197.20488,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,8.472154,8,1,1.0,1,0
1,25,2,1992,1,78277,756.95355,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,8.244071,8,0,2.0,0,0
1,30,1,1992,2,242888,154.06284,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,3.8177123,8,0,,0,0
1,35,1,1992,1,238905,126.41881,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,4.0430512,8,0,,0,0
1,30,2,1992,2,82559,587.8142,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,6.995125,8,0,,0,0
1,15,2,1992,2,102094,197.20488,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,8.349366,8,1,1.0,1,1
1,20,2,1992,1,88363,607.8318,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,8.816068,8,0,,0,0
1,35,2,1992,1,82786,494.98688,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,1,7.8409424,8,0,,0,0
1,30,1,1992,1,242888,154.06284,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,3.693867,8,0,,0,0
1,20,1,1992,2,231067,129.28159,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,5.248602,8,0,,0,0
1,35,1,1992,2,238905,126.41881,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,0,3.4045253,8,0,,0,0
1,15,1,1992,1,200866,88.05679,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,1,1,4.275276,8,1,1.0,1,0
1,25,2,1992,2,78277,756.95355,0.8854371,1.79,17327.0,6.883333,17.3,0,20.956955,0,0,7.690972,8,0,2.0,0,0
1,15,1,1993,1,202755,90.29796,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,1,1,4.1526136,9,1,1.0,1,0
1,15,2,1993,1,103057,217.41974,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,0,1,8.388927,9,1,1.0,1,0
1,30,1,1993,1,242837,160.69724,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,1,1,3.7704594,9,0,,0,0
1,35,2,1993,1,85628,546.4607,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,0,1,7.5668283,9,0,,0,0
1,15,2,1993,2,103057,217.41974,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,0,0,8.239567,9,1,1.0,1,1
1,40,1,1993,1,226088,140.41101,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,1,1,3.5438535,9,0,,0,0
1,40,2,1993,2,72094,446.8576,0.2541232,1.86,17764.0,6.625,17.4,0,24.467127,0,0,5.5206604,9,0,,0,0
